HIP,dist (pc),Type,nexozodis (zodis),Visit #,Visit dt (years),Exp Time (days),Spec char time (days),exoEarth candidate yield,Hot Rocky yield, Warm Rocky yield, Cold Rocky yield, Hot SuperEarth yield, Warm SuperEarth yield, Cold SuperEarth yield, Hot Sub-Neptune yield, Warm Sub-Neptune yield, Cold Sub-Neptune yield,Hot Neptune yield, Warm Neptune yield, Cold Neptune yield, Hot Jupiter yield, Warm Jupiter yield, Cold Jupiter yield
54035,      2.54686,M2V,      1.78908,1,      0.00000,     0.169369,    0.0139356,     0.194687,    0.0988135,     0.234034,     0.149351,    0.0889634,     0.189295,     0.169113,     0.112208,     0.196703,     0.280737,    0.0292252,    0.0683385,     0.141802,    0.0403459,    0.0934044,     0.190763
104214,      3.49717,K5V,      10.2321,1,      0.00000,     0.169658,    0.0165028,     0.191742,    0.0951136,     0.230350,     0.154057,    0.0868041,     0.188626,     0.172632,     0.110423,     0.196805,     0.286553,    0.0289260,    0.0685689,     0.144975,    0.0406209,    0.0938135,     0.193981
1599,      8.53476,F9V,      1.25115,1,      0.00000,     0.138950,    0.0422767,     0.150522,     0.135808,     0.130217,    0.0183347,     0.117912,     0.171897,    0.0566525,     0.115507,     0.202857,     0.136072,    0.0291451,    0.0715061,    0.0728384,    0.0391556,    0.0969296,     0.107020
61317,      8.61105,G0V,      2.56568,1,      0.00000,     0.148993,    0.0491628,     0.149340,     0.132122,     0.128080,    0.0175421,     0.116951,     0.171406,    0.0571405,     0.115756,     0.202704,     0.137291,    0.0292638,    0.0715392,    0.0737251,    0.0393292,    0.0969875,     0.108204
3821,      5.83819,G0VSB,     0.732871,1,      0.00000,     0.100513,    0.0101377,    0.0986867,     0.238550,     0.106975,    0.0104291,     0.197017,     0.113851,    0.0225156,     0.196616,     0.169334,    0.0427362,    0.0439645,    0.0646429,    0.0247187,    0.0509004,    0.0893699,    0.0435126
104217,      3.49472,K7V,      4.53856,1,      0.00000,     0.205931,    0.0159297,     0.197849,     0.201880,     0.210717,    0.0535890,     0.162773,     0.188222,    0.0585745,     0.178393,     0.211880,     0.120540,    0.0412956,    0.0737867,    0.0643108,    0.0495169,    0.0991687,    0.0968931
64394,      9.18315,G0V,      2.70214,1,      0.00000,     0.148977,    0.0559292,     0.141740,     0.126220,     0.113281,    0.0132411,     0.115610,     0.167285,    0.0539233,     0.113541,     0.201729,     0.133299,    0.0286844,    0.0714381,    0.0721540,    0.0386837,    0.0969051,     0.106200
108870,      3.63895,K5V,      41.2435,1,      0.00000,     0.201447,    0.0214264,     0.187598,     0.157449,     0.214831,    0.0661351,     0.136711,     0.190978,    0.0844185,     0.160630,     0.207648,     0.168566,    0.0382332,    0.0724783,    0.0895435,    0.0478098,    0.0978585,     0.128995
114046,      3.28711,M2/M3V,      5.65907,1,      0.00000,     0.200010,    0.0147359,     0.186070,    0.0934704,     0.216859,     0.129510,    0.0831735,     0.185589,     0.159613,     0.100518,     0.195997,     0.274334,    0.0271953,    0.0680757,     0.139128,    0.0385235,    0.0931870,     0.188586
14632,      10.5088,G0V,     0.497077,1,      0.00000,     0.124158,    0.0465723,     0.112973,     0.129672,    0.0708170,   0.00201424,     0.127847,     0.145721,    0.0353592,     0.123719,     0.201221,    0.0899492,    0.0297087,    0.0719527,    0.0525062,    0.0392455,    0.0977438,    0.0817393
96100,      5.77232,K0V,     0.830024,1,      0.00000,     0.188763,    0.0209324,     0.168827,     0.121280,     0.218295,    0.0959981,    0.0997064,     0.189939,     0.119584,     0.109660,     0.201295,     0.219447,    0.0288106,    0.0700521,     0.112183,    0.0396288,    0.0953948,     0.155969
99240,      6.09561,G5IV-Vvar,      2.17188,1,      0.00000,     0.109855,    0.0111181,    0.0963953,     0.231364,     0.102069,   0.00887808,     0.194700,     0.112216,    0.0219817,     0.195627,     0.168488,    0.0419123,    0.0437164,    0.0645247,    0.0244626,    0.0507704,    0.0891626,    0.0432103
91768,      3.52176,K5,      1.50178,1,      0.00000,     0.200473,     0.131663,     0.164050,    0.0556737,     0.183760,     0.110142,    0.0528296,     0.171713,     0.195318,    0.0631559,     0.185895,     0.332724,    0.0242125,    0.0664109,     0.175813,    0.0365928,    0.0929535,     0.228174
105090,      3.97094,M1/M2V,      10.7658,1,      0.00000,     0.230713,    0.0176763,     0.185609,     0.130715,     0.211019,    0.0852608,     0.111852,     0.188037,     0.107432,     0.127300,     0.203407,     0.200259,    0.0323385,    0.0708594,     0.104535,    0.0423763,    0.0960601,     0.147221
12777,      11.1488,F7V,      2.17284,1,      0.00000,     0.136286,    0.0686786,     0.109267,     0.112739,    0.0640594,   0.00133508,     0.118381,     0.147800,    0.0380380,     0.115339,     0.199563,     0.103452,    0.0281694,    0.0714695,    0.0588600,    0.0379500,    0.0971915,    0.0907784
15457,      9.14571,G5Vvar,     0.532629,1,      0.00000,     0.203863,    0.0530713,     0.160922,    0.0723689,     0.160161,    0.0498427,    0.0627281,     0.172924,     0.134317,    0.0624582,     0.190608,     0.262402,    0.0181273,    0.0665601,     0.135442,    0.0300861,    0.0916319,     0.183105
23693,      11.6247,F7V,     0.357610,1,      0.00000,     0.169893,    0.0810628,     0.133674,    0.0650068,     0.105100,    0.0142930,    0.0639460,     0.160852,     0.100676,    0.0577711,     0.189618,     0.230981,    0.0158438,    0.0665743,     0.121753,    0.0276822,    0.0915674,     0.167880
77257,      11.8186,G0Vvar,     0.932831,1,      0.00000,     0.155331,    0.0684932,     0.116405,    0.0879845,    0.0758612,   0.00307433,    0.0926430,     0.154865,    0.0616140,    0.0866175,     0.196017,     0.154660,    0.0221343,    0.0695765,    0.0851032,    0.0327618,    0.0949461,     0.123700
27072,      8.88013,F7V,      4.73721,1,      0.00000,     0.113906,    0.0272693,    0.0847934,     0.167446,    0.0634956,   0.00115597,     0.165911,     0.116847,    0.0210250,     0.167637,     0.177823,    0.0465348,    0.0385353,    0.0681825,    0.0275458,    0.0465080,    0.0942909,    0.0485918
80686,      12.1768,F9V,    0.0680988,1,      0.00000,     0.188452,     0.101651,     0.137301,    0.0450254,     0.108175,    0.0167674,    0.0462700,     0.158831,     0.121373,    0.0413667,     0.183183,     0.271088,    0.0121297,    0.0641723,     0.142352,    0.0237169,    0.0891264,     0.193081
70890,      1.30124,M5Ve,      2.42113,1,      0.00000,     0.208567,    0.0134997,     0.151309,   0.00426787,     0.180263,     0.234707,    0.0172373,     0.153662,     0.327392,    0.0636846,     0.169117,     0.484723,    0.0244921,    0.0634991,     0.274129,    0.0310653,    0.0906753,     0.311079
109176,      11.7975,F5V,     0.963083,1,      0.00000,     0.110253,    0.0427597,    0.0799777,     0.120825,    0.0330036,  2.00958e-05,     0.140695,     0.118257,    0.0199987,     0.140578,     0.187403,    0.0566319,    0.0324082,    0.0712036,    0.0339872,    0.0412820,    0.0978979,    0.0582107
64924,      8.50535,G5V,      2.55783,1,      0.00000,     0.215293,    0.0506300,     0.155952,    0.0881724,     0.163493,    0.0485263,    0.0770128,     0.175261,     0.117638,    0.0786617,     0.195124,     0.234823,    0.0218585,    0.0681614,     0.121122,    0.0334813,    0.0933164,     0.167280
12114,      7.23545,K3V,     0.258520,1,      0.00000,     0.248647,    0.0261080,     0.177852,     0.133233,     0.190501,    0.0578477,     0.108874,     0.185453,    0.0910485,     0.112995,     0.203216,     0.181231,    0.0293124,    0.0709044,    0.0951876,    0.0395765,    0.0962162,     0.136703
3765,      7.43500,K2V,     0.348517,1,      0.00000,     0.253639,    0.0307926,     0.179590,     0.137600,     0.194769,    0.0599267,     0.111174,     0.186424,    0.0882592,     0.115209,     0.203701,     0.177158,    0.0297051,    0.0710488,    0.0927296,    0.0399257,    0.0963781,     0.133534
63721,      4.61638,F3V,      4.33235,1,      0.00000,     0.192982,     0.287308,     0.131449,    0.0518574,     0.142491,     0.262827,    0.0888872,     0.167505,     0.414244,    0.0756923,     0.192415,     0.634736,    0.0147549,    0.0682039,     0.421021,    0.0159038,    0.0924543,     0.501874
16537,      3.20288,K2V,      297.000,1,      0.00000,     0.188477,    0.0241610,     0.125453,     0.228593,     0.121292,    0.0129308,     0.210333,     0.127178,    0.0253440,     0.232649,     0.182028,    0.0512770,    0.0500148,    0.0694904,    0.0301474,    0.0563338,    0.0936528,    0.0517884
8102,      3.60339,G8V,      146.257,1,      0.00000,     0.171853,    0.0188689,     0.113247,     0.244537,     0.113703,    0.0125782,     0.219186,     0.115271,    0.0228903,     0.238894,     0.170513,    0.0442671,    0.0505836,    0.0658065,    0.0260762,    0.0566288,    0.0896700,    0.0449938
51459,      12.9141,F8V,     0.787925,1,      0.00000,     0.192049,     0.132264,     0.126524,    0.0467301,    0.0893777,   0.00833724,    0.0521269,     0.155007,     0.104152,    0.0461075,     0.185110,     0.251159,    0.0130963,    0.0650676,     0.132533,    0.0247880,    0.0899716,     0.181488
78072,      11.1782,F6V,      7.02951,1,      0.00000,     0.140871,    0.0745892,    0.0916242,     0.113472,    0.0424107,  3.86643e-05,     0.135942,     0.128403,    0.0242507,     0.139043,     0.194834,    0.0664251,    0.0327103,    0.0722840,    0.0394585,    0.0418955,    0.0984815,    0.0666827
88601,      5.08337,K0VSB,     0.566875,1,      0.00000,     0.217059,    0.0188163,     0.139336,     0.212978,     0.156954,    0.0257929,     0.174841,     0.161307,    0.0394081,     0.186661,     0.207439,    0.0820650,    0.0426060,    0.0741752,    0.0454598,    0.0507847,    0.0995901,    0.0748120
7751,      8.18777,K0V,     0.903201,1,      0.00000,     0.276494,    0.0705154,     0.175368,     0.129815,     0.185938,    0.0546145,     0.106511,     0.183871,    0.0896105,     0.109088,     0.202650,     0.179382,    0.0283409,    0.0707836,    0.0941849,    0.0387653,    0.0960508,     0.135037
7981,      7.60512,K1V,      2.86923,1,      0.00000,     0.262716,    0.0369205,     0.164721,     0.190902,     0.160868,    0.0268163,     0.156418,     0.165381,    0.0421964,     0.159415,     0.208238,    0.0910037,    0.0378018,    0.0737620,    0.0501116,    0.0464479,    0.0993173,    0.0802940
57443,      9.29187,G3/G5V,      4.81943,1,      0.00000,     0.254984,    0.0917557,     0.158195,    0.0606626,     0.153843,    0.0510393,    0.0574099,     0.169908,     0.142063,    0.0593769,     0.189136,     0.276547,    0.0177588,    0.0660122,     0.143254,    0.0297960,    0.0912761,     0.192914
86162,      4.54999,M3.5Vvar,      2.14840,1,      0.00000,     0.231746,     0.288133,     0.141819,    0.0230242,     0.140849,    0.0558827,    0.0304779,     0.157853,     0.196988,    0.0319221,     0.173788,     0.363872,    0.0157169,    0.0627140,     0.197350,    0.0316138,    0.0900647,     0.248781
16852,      13.9626,F9V,     0.361049,1,      0.00000,     0.138639,    0.0581369,    0.0842288,    0.0750427,    0.0368183,      0.00000,    0.0978216,     0.135554,    0.0361104,    0.0913464,     0.193966,     0.123795,    0.0225953,    0.0697678,    0.0706230,    0.0323658,    0.0955232,     0.105261
22449,      8.04189,F6V,      3.59093,1,      0.00000,    0.0973657,    0.0131050,    0.0591044,     0.201471,    0.0440457,  0.000496667,     0.197268,    0.0799677,    0.0121152,     0.202755,     0.133619,    0.0287130,    0.0444176,    0.0542587,    0.0168703,    0.0509265,    0.0764165,    0.0294960
102485,      14.2448,F5V,     0.148761,1,      0.00000,     0.122702,    0.0598088,    0.0743720,    0.0780045,    0.0276145,  2.00958e-05,     0.105901,     0.126936,    0.0271476,     0.101394,     0.193822,     0.101439,    0.0245843,    0.0703288,    0.0588279,    0.0339432,    0.0962294,    0.0917684
113283,      7.60815,K4Vp,      2.16107,1,      0.00000,     0.276475,    0.0332158,     0.164592,    0.0655820,     0.176169,    0.0797065,    0.0577614,     0.174310,     0.153766,    0.0615114,     0.189245,     0.285259,    0.0185651,    0.0659908,     0.146716,    0.0304769,    0.0912089,     0.196784
49908,      4.86875,K8V,      38.2227,1,      0.00000,     0.277917,    0.0376775,     0.165435,     0.100315,     0.169665,    0.0564471,    0.0968102,     0.176770,     0.107798,     0.110945,     0.199483,     0.213667,    0.0293905,    0.0699386,     0.111260,    0.0399645,    0.0953512,     0.157625
14632,      10.5088,G0V,     0.497077,2,      1.23403,     0.122996,    0.0352685,    0.0718419,    0.0504679,    0.0578128,   0.00179922,    0.0310790,    0.0551855,    0.0311025,    0.0327147,    0.0229280,    0.0607627,   0.00901175,   0.00547185,    0.0310628,    0.0105437,   0.00549966,    0.0430574
56452,      9.54355,K0V,     0.446578,1,      0.00000,     0.282372,    0.0530483,     0.164835,    0.0904469,     0.169073,    0.0550948,    0.0761568,     0.176873,     0.119282,    0.0762151,     0.194983,     0.235776,    0.0211824,    0.0681328,     0.121485,    0.0327890,    0.0932536,     0.167135
7513,      13.4100,F8V,      2.21254,1,      0.00000,     0.138567,    0.0676592,    0.0798660,    0.0830991,    0.0306948,  2.00958e-05,     0.112115,     0.129613,    0.0272604,     0.110497,     0.195575,    0.0934372,    0.0266676,    0.0709011,    0.0554000,    0.0361055,    0.0969032,    0.0864809
109176,      11.7975,F5V,     0.963083,2,      1.45083,     0.109803,    0.0361446,    0.0613572,    0.0575504,    0.0307184,      0.00000,    0.0385055,    0.0585002,    0.0180609,    0.0332008,    0.0315807,    0.0476158,   0.00808133,   0.00684448,    0.0260907,   0.00983878,   0.00612419,    0.0409941
23311,      8.84771,K3V,      1.83349,1,      0.00000,     0.287448,    0.0453921,     0.159616,    0.0867094,     0.157122,    0.0454430,    0.0759946,     0.173950,     0.115309,    0.0763754,     0.194558,     0.232509,    0.0211858,    0.0681011,     0.119951,    0.0327899,    0.0931786,     0.166121
99825,      8.79909,K3V,      4.80992,1,      0.00000,     0.292110,    0.0629016,     0.162085,     0.121344,     0.157594,    0.0341376,     0.106464,     0.177057,    0.0794873,     0.108959,     0.201729,     0.168968,    0.0282787,    0.0708758,    0.0899005,    0.0386017,    0.0962350,     0.130214
56997,      9.57942,G8Vvar,      1.82375,1,      0.00000,     0.295545,    0.0632957,     0.163400,     0.164703,     0.151489,    0.0236531,     0.136983,     0.171271,    0.0487508,     0.137292,     0.207061,     0.111878,    0.0334872,    0.0728325,    0.0609874,    0.0429410,    0.0982945,    0.0927828
15371,      12.0464,G1V,     0.622423,1,      0.00000,     0.255794,     0.110878,     0.141054,    0.0158382,     0.128548,    0.0343870,    0.0203941,     0.154155,     0.172699,    0.0190075,     0.167737,     0.345878,   0.00709791,    0.0590164,     0.186339,    0.0189433,    0.0845924,     0.236296
57939,      9.17809,G8Vp,      4.53400,1,      0.00000,     0.264357,    0.0770740,     0.144665,    0.0254012,     0.151183,    0.0722444,    0.0287612,     0.160887,     0.191780,    0.0314446,     0.174492,     0.342815,    0.0111794,    0.0613285,     0.183124,    0.0237604,    0.0870133,     0.234056
3821,      5.83819,G0VSB,     0.732871,2,     0.922629,    0.0987103,   0.00602680,    0.0536671,    0.0618321,    0.0701790,    0.0103732,    0.0374429,    0.0390976,    0.0222648,    0.0421886,    0.0228875,    0.0394390,   0.00902957,   0.00575261,    0.0215256,   0.00919711,   0.00640595,    0.0355617
68184,      10.0778,K3V,     0.299291,1,      0.00000,     0.284139,    0.0589226,     0.149294,    0.0483243,     0.145348,    0.0417184,    0.0447881,     0.166265,     0.147789,    0.0438595,     0.183628,     0.290837,    0.0133897,    0.0641858,     0.152172,    0.0254106,    0.0892090,     0.203087
1599,      8.53476,F9V,      1.25115,2,     0.950000,     0.134953,    0.0248042,    0.0704913,    0.0436498,    0.0859501,    0.0159448,    0.0283884,    0.0437757,    0.0445894,    0.0390604,    0.0193604,    0.0717927,   0.00918955,   0.00548646,    0.0350463,    0.0106837,   0.00593044,    0.0454446
86400,      10.0868,K3V,      1.14254,1,      0.00000,     0.274822,    0.0560313,     0.143547,    0.0309741,     0.140770,    0.0451379,    0.0322896,     0.160962,     0.167984,    0.0314765,     0.176551,     0.320932,    0.0106082,    0.0618829,     0.170069,    0.0229047,    0.0871429,     0.222708
12777,      11.1488,F7V,      2.17284,2,      1.26638,     0.135524,    0.0524261,    0.0701592,    0.0478771,    0.0524757,   0.00127098,    0.0303923,    0.0560574,    0.0320132,    0.0321499,    0.0239319,    0.0633912,   0.00900145,   0.00570969,    0.0308121,    0.0107095,   0.00579035,    0.0414869
27072,      8.88013,F7V,      4.73721,2,      1.39541,     0.113172,    0.0209835,    0.0581766,    0.0647475,    0.0480872,   0.00113587,    0.0376986,    0.0496336,    0.0208212,    0.0387130,    0.0271110,    0.0432570,   0.00873647,   0.00603311,    0.0234137,   0.00957177,   0.00606975,    0.0385371
64394,      9.18315,G0V,      2.70214,2,      1.03775,     0.142221,    0.0362050,    0.0726759,    0.0437371,    0.0773862,    0.0107945,    0.0280346,    0.0468419,    0.0424706,    0.0380546,    0.0201618,    0.0700076,   0.00896038,   0.00553474,    0.0347228,    0.0105389,   0.00592953,    0.0451088
99240,      6.09561,G5IV-Vvar,      2.17188,2,     0.972724,     0.106379,   0.00693203,    0.0541128,    0.0631745,    0.0676447,   0.00850916,    0.0377187,    0.0398781,    0.0216414,    0.0417194,    0.0234149,    0.0386508,   0.00896643,   0.00581556,    0.0211838,   0.00916684,   0.00643436,    0.0351754
72659,      6.73312,G8V+K4V,      7.55694,1,      0.00000,     0.267835,    0.0530152,     0.135862,     0.114566,     0.143451,    0.0280386,     0.105717,     0.174646,    0.0868618,     0.116277,     0.201775,     0.186265,    0.0301839,    0.0707443,    0.0998579,    0.0406491,    0.0961964,     0.144545
64797,      10.9851,K2V,    0.0359144,1,      0.00000,     0.281664,    0.0513140,     0.142405,    0.0305861,     0.137150,    0.0375347,    0.0313329,     0.160148,     0.162286,    0.0293081,     0.175915,     0.318887,   0.00979979,    0.0616297,     0.169213,    0.0219818,    0.0867968,     0.221641
25878,      5.70032,M1V,      4.77886,1,      0.00000,     0.263208,    0.0294796,     0.132976,   0.00503724,     0.137169,    0.0684569,    0.0101997,     0.148478,     0.222332,    0.0171749,     0.158222,     0.391588,   0.00820382,    0.0565312,     0.214309,    0.0204601,    0.0825926,     0.262769
61317,      8.61105,G0V,      2.56568,2,     0.956279,     0.140936,    0.0293590,    0.0705734,    0.0434415,    0.0831754,    0.0148348,    0.0282381,    0.0440707,    0.0439541,    0.0386763,    0.0195826,    0.0709554,   0.00917593,   0.00548613,    0.0349680,    0.0105768,   0.00588509,    0.0452373
59199,      14.9534,F0IV/V,      1.29485,1,      0.00000,     0.124445,    0.0702646,    0.0614265,    0.0680009,    0.0173185,  2.00958e-05,     0.108751,     0.115273,    0.0210611,     0.108763,     0.192867,    0.0861985,    0.0259495,    0.0705743,    0.0523248,    0.0350685,    0.0967521,    0.0825673
17378,      9.07301,K0IV,      4.07724,1,      0.00000,     0.115782,    0.0131435,    0.0569908,     0.172335,    0.0338092,  2.00958e-05,     0.185050,    0.0823885,    0.0114685,     0.191681,     0.138612,    0.0300912,    0.0424276,    0.0562251,    0.0179136,    0.0492893,    0.0790785,    0.0309977
8102,      3.60339,G8V,      146.257,2,     0.479787,     0.101551,    0.0102722,    0.0499682,    0.0535504,    0.0550912,   0.00427881,    0.0347771,    0.0357112,    0.0185866,    0.0424579,    0.0250086,    0.0367558,   0.00855416,   0.00647249,    0.0208724,   0.00748798,   0.00799524,    0.0362376
10644,      11.0078,G0V,      7.90621,1,      0.00000,     0.288581,     0.159260,     0.140368,    0.0517055,     0.112596,    0.0209281,    0.0570986,     0.161482,     0.121396,    0.0573331,     0.188113,     0.260998,    0.0167510,    0.0660594,     0.136586,    0.0287541,    0.0912438,     0.185810
16537,      3.20288,K2V,      297.000,2,     0.351284,     0.112366,    0.0128835,    0.0540181,    0.0574365,    0.0603851,   0.00473135,    0.0406786,    0.0402452,    0.0204403,    0.0454048,    0.0290963,    0.0416211,   0.00887117,   0.00757565,    0.0232868,   0.00786629,   0.00948887,    0.0403160
12843,      14.1353,F5/F6V,      4.46484,1,      0.00000,     0.193737,     0.135085,    0.0922781,    0.0528226,    0.0444211,  0.000379830,    0.0785321,     0.141119,    0.0544865,    0.0744384,     0.191043,     0.166813,    0.0192644,    0.0683798,    0.0923887,    0.0299303,    0.0937920,     0.135037
72848,      11.3752,K2V,     0.875574,1,      0.00000,     0.321337,    0.0902631,     0.150666,    0.0801733,     0.138399,    0.0306382,    0.0718326,     0.169757,     0.109519,    0.0686121,     0.193276,     0.230162,    0.0190031,    0.0676213,     0.119971,    0.0307913,    0.0926951,     0.165612
77257,      11.8186,G0Vvar,     0.932831,2,      1.27725,     0.152662,    0.0508467,    0.0715146,    0.0358997,    0.0580463,   0.00285091,    0.0258866,    0.0534289,    0.0431348,    0.0326217,    0.0231107,    0.0688271,   0.00802900,   0.00638739,    0.0340413,    0.0105545,   0.00690180,    0.0447012
53721,      13.8021,G0V,      2.35947,1,      0.00000,     0.263681,     0.179781,     0.122642,    0.0261766,    0.0832267,   0.00852624,    0.0360044,     0.150073,     0.118069,    0.0319379,     0.177898,     0.284646,   0.00972933,    0.0625519,     0.153813,    0.0211683,    0.0876589,     0.207026
22449,      8.04189,F6V,      3.59093,2,      1.26666,    0.0959915,    0.0107055,    0.0446296,    0.0744604,    0.0397495,  0.000458505,    0.0431386,    0.0428539,    0.0119030,    0.0369907,    0.0308323,    0.0276084,   0.00838967,   0.00911695,    0.0156361,   0.00887744,    0.0112697,    0.0274065
102485,      14.2448,F5V,     0.148761,2,      1.49214,     0.122533,    0.0504080,    0.0569246,    0.0402602,    0.0256644,      0.00000,    0.0346145,    0.0580217,    0.0207310,    0.0293900,    0.0287646,    0.0568660,   0.00761736,   0.00712751,    0.0280486,   0.00992804,   0.00691273,    0.0373212
108870,      3.63895,K5V,      41.2435,2,     0.327380,    0.0952784,   0.00531347,    0.0442298,    0.0323758,    0.0622621,    0.0215747,    0.0260231,    0.0282144,    0.0420516,    0.0381616,    0.0161988,    0.0666066,   0.00889987,   0.00480194,    0.0334750,   0.00876682,   0.00528615,    0.0422727
78072,      11.1782,F6V,      7.02951,2,      1.30478,     0.138351,    0.0594345,    0.0641049,    0.0541345,    0.0377735,  4.22012e-07,    0.0380929,    0.0572456,    0.0210935,    0.0346152,    0.0282210,    0.0522546,   0.00851510,   0.00603531,    0.0277111,    0.0101303,   0.00553002,    0.0417219
88972,      11.0955,K2V,      2.59329,1,      0.00000,     0.304636,    0.0900301,     0.139886,    0.0349926,     0.127741,    0.0334092,    0.0374828,     0.160172,     0.153588,    0.0363553,     0.179487,     0.303375,    0.0115698,    0.0629261,     0.160725,    0.0237585,    0.0880988,     0.213409
85295,      7.71467,K7V,      2.67974,1,      0.00000,     0.269210,    0.0521257,     0.121706,   0.00322940,     0.117611,    0.0399987,   0.00807493,     0.143876,     0.201748,    0.0112197,     0.154848,     0.383679,   0.00597013,    0.0553645,     0.211136,    0.0176753,    0.0814758,     0.260104
19849,      5.03612,K1V,      273.686,1,      0.00000,     0.335267,     0.136987,     0.151428,     0.114501,     0.130950,    0.0224672,     0.122387,     0.171618,    0.0684531,     0.148590,     0.202966,     0.156602,    0.0365186,    0.0721076,    0.0855433,    0.0463066,    0.0978663,     0.127956
96100,      5.77232,K0V,     0.830024,2,     0.496077,     0.100912,   0.00728569,    0.0454988,    0.0296234,    0.0645665,    0.0292659,    0.0227745,    0.0271852,    0.0472822,    0.0331248,    0.0190636,    0.0614197,   0.00799148,   0.00592773,    0.0361781,   0.00971877,   0.00657238,    0.0431067
16852,      13.9626,F9V,     0.361049,2,      1.51804,     0.137793,    0.0468746,    0.0610460,    0.0371490,    0.0315759,  3.85437e-05,    0.0287349,    0.0591708,    0.0272706,    0.0283389,    0.0272935,    0.0630207,   0.00811576,   0.00656298,    0.0311058,    0.0104699,   0.00673959,    0.0406125
28103,      14.5080,F1V,      1.32076,1,      0.00000,     0.107575,    0.0407337,    0.0472242,    0.0756946,    0.0100647,  2.00958e-05,     0.130809,    0.0932997,    0.0127566,     0.137200,     0.177300,    0.0498688,    0.0314434,    0.0694521,    0.0307289,    0.0397977,    0.0968575,    0.0526654
42808,      11.1860,K2V,      2.48635,1,      0.00000,     0.300539,     0.104350,     0.130468,    0.0169551,     0.120082,    0.0323604,    0.0229611,     0.153423,     0.170269,    0.0218581,     0.169799,     0.338704,   0.00798034,    0.0597857,     0.182989,    0.0201396,    0.0853537,     0.233635
85523,      4.54957,K5,      4.91189,1,      0.00000,     0.316957,     0.304261,     0.137199,    0.0307211,     0.121182,    0.0303398,    0.0398684,     0.157690,     0.166921,    0.0426702,     0.179433,     0.337916,    0.0184643,    0.0643917,     0.183472,    0.0336016,    0.0913863,     0.235475
105090,      3.97094,M1/M2V,      10.7658,2,     0.188651,     0.104121,   0.00445027,    0.0449965,    0.0288826,    0.0604377,    0.0190682,    0.0248157,    0.0286023,    0.0454274,    0.0350363,    0.0171997,    0.0634571,   0.00814050,   0.00571971,    0.0343594,   0.00939404,   0.00627102,    0.0430555
5862,      15.1769,F8V,      2.33512,1,      0.00000,     0.250652,     0.204667,     0.108209,    0.0223252,    0.0613654,   0.00243818,    0.0374499,     0.143750,    0.0977663,    0.0326365,     0.178163,     0.270660,   0.00951069,    0.0627450,     0.146597,    0.0205445,    0.0877547,     0.199996
7513,      13.4100,F8V,      2.21254,2,      1.59448,     0.137639,    0.0555546,    0.0593939,    0.0410698,    0.0262580,      0.00000,    0.0307401,    0.0603870,    0.0234857,    0.0305462,    0.0269712,    0.0604800,   0.00848849,   0.00604194,    0.0297047,    0.0105196,   0.00594748,    0.0407580
23693,      11.6247,F7V,     0.357610,2,      1.04547,     0.166958,    0.0544118,    0.0711334,    0.0260644,    0.0748551,    0.0120434,    0.0197323,    0.0471750,    0.0540731,    0.0251364,    0.0251844,    0.0723448,   0.00706760,   0.00765071,    0.0410448,    0.0107662,   0.00858627,    0.0473444
50954,      16.1427,F2IV,    0.0862800,1,      0.00000,     0.112507,    0.0422707,    0.0478881,    0.0591877,    0.0107462,  2.00958e-05,     0.107678,     0.101436,    0.0175767,     0.109449,     0.189651,    0.0768438,    0.0256017,    0.0702529,    0.0478652,    0.0343804,    0.0967460,    0.0763446
15510,      6.00381,G8V,      139.145,1,      0.00000,     0.367353,     0.163823,     0.156157,     0.131321,     0.139315,    0.0220714,     0.131456,     0.173141,    0.0575546,     0.153246,     0.204799,     0.137265,    0.0373046,    0.0725778,    0.0741388,    0.0467056,    0.0983646,     0.113053
7981,      7.60512,K1V,      2.86923,2,     0.511997,     0.135670,    0.0155041,    0.0572460,    0.0432502,    0.0673006,    0.0119859,    0.0296126,    0.0380959,    0.0337000,    0.0371561,    0.0164707,    0.0639859,   0.00841201,   0.00421756,    0.0332810,   0.00899673,   0.00445829,    0.0468202
3765,      7.43500,K2V,     0.348517,2,     0.386558,     0.115369,   0.00851280,    0.0482411,    0.0313552,    0.0609063,    0.0140873,    0.0234007,    0.0306584,    0.0430861,    0.0320181,    0.0180132,    0.0633831,   0.00770400,   0.00546797,    0.0331439,   0.00923222,   0.00604356,    0.0416643
29271,      10.2147,G5V,      10.4732,1,      0.00000,     0.349453,     0.180188,     0.146089,    0.0370037,     0.129726,    0.0408168,    0.0417421,     0.161464,     0.157447,    0.0447010,     0.182274,     0.302479,    0.0143361,    0.0639980,     0.160136,    0.0265971,    0.0894392,     0.213420
104217,      3.49472,K7V,      4.53856,2,     0.188123,    0.0877396,   0.00300966,    0.0364216,    0.0367282,    0.0598404,    0.0224809,    0.0273913,    0.0261549,    0.0386358,    0.0357400,    0.0140998,    0.0662994,   0.00825983,   0.00410802,    0.0325636,   0.00785090,   0.00448931,    0.0428938
77760,      15.8321,F9V,      2.58507,1,      0.00000,     0.199540,     0.134253,    0.0825043,    0.0385581,    0.0337938,      0.00000,    0.0678641,     0.133216,    0.0497381,    0.0619358,     0.187732,     0.181754,    0.0159407,    0.0671120,     0.100168,    0.0266307,    0.0924485,     0.145624
