HIP,dist (pc),Type,nexozodis (zodis),Visit #,Visit dt (years),Exp Time (days),Spec char time (days),exoEarth candidate yield,Hot Rocky yield, Warm Rocky yield, Cold Rocky yield, Hot SuperEarth yield, Warm SuperEarth yield, Cold SuperEarth yield, Hot Sub-Neptune yield, Warm Sub-Neptune yield, Cold Sub-Neptune yield,Hot Neptune yield, Warm Neptune yield, Cold Neptune yield, Hot Jupiter yield, Warm Jupiter yield, Cold Jupiter yield
25878,      5.70032,M1V,      4.77886,1,      0.00000,     0.606867,     0.230437,     0.127113,    0.0752461,    0.0846261,    0.0199931,     0.146713,     0.162960,     0.295156,     0.150874,     0.200210,     0.803851,    0.0318037,    0.0715566,     0.598388,    0.0339067,    0.0975274,     0.574246
16852,      13.9626,F9V,     0.361049,1,      0.00000,     0.426229,     0.276408,    0.0876240,     0.267193,    0.0348549,      0.00000,     0.292478,     0.140817,    0.0713245,     0.301213,     0.205635,     0.297949,    0.0572777,    0.0751160,     0.183928,    0.0588468,     0.102050,     0.293875
70890,      1.30124,M5Ve,      2.42113,2,    0.0108472,     0.247491,    0.0206133,    0.0507463,    0.0112935,    0.0563311,    0.0399001,    0.0171396,    0.0410991,    0.0559740,   0.00777170,    0.0336709,    0.0566899,   0.00121785,    0.0104154,    0.0238531,   0.00146968,    0.0125536,    0.0206190
78072,      11.1782,F6V,      7.02951,1,      0.00000,     0.448469,     0.424010,    0.0916211,     0.261444,    0.0347384,      0.00000,     0.308280,     0.142516,    0.0609644,     0.320138,     0.205392,     0.242040,    0.0602868,    0.0749814,     0.155777,    0.0613577,     0.102256,     0.289498
113283,      7.60815,K4Vp,      2.16107,2,     0.302774,     0.324095,     0.140177,    0.0654495,    0.0487695,    0.0555246,   0.00812151,    0.0439799,    0.0451126,    0.0606227,    0.0342021,    0.0199918,    0.0715034,   0.00604397,   0.00485643,    0.0327457,   0.00559455,   0.00447160,    0.0282188
64394,      9.18315,G0V,      2.70214,2,     0.943410,     0.352670,     0.159625,    0.0711954,    0.0963005,    0.0621855,   0.00449020,    0.0507413,    0.0484936,    0.0501924,    0.0332610,    0.0178761,    0.0679600,   0.00474528,   0.00339795,    0.0400840,   0.00373685,   0.00250793,    0.0350160
17378,      9.07301,K0IV,      4.07724,2,      1.25384,     0.316664,    0.0742768,    0.0632378,     0.121461,    0.0285576,      0.00000,    0.0625764,    0.0600285,    0.0209817,    0.0362868,    0.0260381,    0.0570737,   0.00416376,   0.00451275,    0.0369285,   0.00328068,   0.00281755,    0.0416838
22263,      13.2413,G3V,      1.40864,1,      0.00000,     0.599969,     0.989823,     0.116263,     0.170576,    0.0702385,   0.00393811,     0.226159,     0.160937,     0.189186,     0.232521,     0.206191,     0.541347,    0.0463132,    0.0742097,     0.360839,    0.0483796,     0.100890,     0.417035
56997,      9.57942,G8Vvar,      1.82375,2,     0.511101,     0.328111,     0.176008,    0.0632631,    0.0764138,    0.0570654,   0.00434612,    0.0490649,    0.0453921,    0.0470851,    0.0332619,    0.0198295,    0.0610549,   0.00547060,   0.00433350,    0.0319699,   0.00500860,   0.00346179,    0.0284354
47080,      11.2035,G8IV-V,      4.12876,1,      0.00000,     0.595038,     0.745875,     0.114654,     0.163441,    0.0624289,   0.00351142,     0.233749,     0.159363,     0.187721,     0.243646,     0.205803,     0.517919,    0.0483309,    0.0743175,     0.339333,    0.0504522,     0.101162,     0.413922
85295,      7.71467,K7V,      2.67974,1,      0.00000,     0.571926,     0.442111,     0.106708,    0.0529701,    0.0602957,   0.00809710,     0.137577,     0.155898,     0.243725,     0.149118,     0.198198,     0.758500,    0.0316637,    0.0711613,     0.575745,    0.0338954,    0.0972888,     0.545459
7513,      13.4100,F8V,      2.21254,1,      0.00000,     0.427403,     0.346226,    0.0796629,     0.236098,    0.0252950,  2.00958e-05,     0.293937,     0.134704,    0.0599571,     0.307813,     0.203788,     0.267080,    0.0584830,    0.0747976,     0.163526,    0.0598283,     0.102055,     0.283591
88972,      11.0955,K2V,      2.59329,1,      0.00000,     0.580818,     0.912945,     0.108133,    0.0813017,    0.0659195,   0.00966021,     0.168132,     0.159191,     0.251865,     0.177829,     0.201876,     0.704337,    0.0374953,    0.0726182,     0.502247,    0.0399812,    0.0990454,     0.495224
91768,      3.52176,K5,      1.50178,2,    0.0618746,     0.347924,    0.0892000,    0.0633813,    0.0185880,    0.0506916,   0.00984613,    0.0299079,    0.0464816,    0.0692516,    0.0287293,    0.0254537,    0.0738765,   0.00498317,   0.00775292,    0.0344244,   0.00531435,   0.00840666,    0.0287952
12777,      11.1488,F7V,      2.17284,2,      1.26638,     0.392352,     0.263761,    0.0709015,     0.107187,    0.0460032,  0.000711270,    0.0564589,    0.0588274,    0.0423618,    0.0358924,    0.0214865,    0.0750463,   0.00498450,   0.00390333,    0.0394161,   0.00374030,   0.00276251,    0.0426919
10644,      11.0078,G0V,      7.90621,1,      0.00000,     0.639001,     0.726705,     0.114420,     0.198759,    0.0593829,   0.00344144,     0.259602,     0.159454,     0.162527,     0.269767,     0.206357,     0.443633,    0.0525263,    0.0747292,     0.283062,    0.0549927,     0.101765,     0.381432
29271,      10.2147,G5V,      10.4732,1,      0.00000,     0.641531,     0.853839,     0.114586,     0.172234,    0.0602833,   0.00448940,     0.247034,     0.159581,     0.188601,     0.259644,     0.205760,     0.484656,    0.0509306,    0.0745222,     0.311169,    0.0533359,     0.101569,     0.403746
