HIP,dist (pc),Type,nexozodis (zodis),Visit #,Visit dt (years),Exp Time (days),Spec char time (days),exoEarth candidate yield,Hot Rocky yield, Warm Rocky yield, Cold Rocky yield, Hot SuperEarth yield, Warm SuperEarth yield, Cold SuperEarth yield, Hot Sub-Neptune yield, Warm Sub-Neptune yield, Cold Sub-Neptune yield,Hot Neptune yield, Warm Neptune yield, Cold Neptune yield, Hot Jupiter yield, Warm Jupiter yield, Cold Jupiter yield
54035,      2.54686,M2V,      1.78908,1,      0.00000,     0.206238,    0.0158592,     0.198467,     0.293760,     0.232553,     0.163088,     0.229373,     0.199188,     0.204205,     0.207682,     0.214847,     0.345982,    0.0417805,    0.0751442,     0.196701,    0.0435964,     0.100758,     0.271692
104214,      3.49717,K5V,      10.2321,1,      0.00000,     0.208697,    0.0202681,     0.195428,     0.250354,     0.224852,     0.172837,     0.229463,     0.196315,     0.292911,     0.240869,     0.215150,     0.488023,    0.0485374,    0.0755347,     0.286538,    0.0518383,     0.101359,     0.335336
104217,      3.49472,K7V,      4.53856,1,      0.00000,     0.223435,    0.0188639,     0.196410,     0.353128,     0.218041,    0.0591581,     0.277374,     0.197688,    0.0785626,     0.260296,     0.217888,     0.179207,    0.0502296,    0.0764785,     0.109952,    0.0518398,     0.102410,     0.179019
70890,      1.30124,M5Ve,      2.42113,1,      0.00000,     0.193799,    0.0466188,     0.156085,    0.0311477,     0.182898,     0.255804,    0.0454116,     0.165538,     0.510279,    0.0297783,     0.175681,     0.818046,   0.00353039,    0.0606067,     0.545263,   0.00326921,    0.0822965,     0.493594
3821,      5.83819,G0VSB,     0.732871,1,      0.00000,     0.204693,    0.0337812,     0.155125,     0.350918,     0.134200,    0.0170491,     0.306901,     0.175601,    0.0675754,     0.314365,     0.217134,     0.175397,    0.0599505,    0.0769107,     0.101950,    0.0617925,     0.103127,     0.162676
96100,      5.77232,K0V,     0.830024,1,      0.00000,     0.257488,    0.0282386,     0.188675,     0.355974,     0.200573,    0.0776814,     0.299168,     0.194724,     0.158923,     0.292269,     0.218543,     0.307135,    0.0552075,    0.0768666,     0.164486,    0.0569133,     0.102863,     0.224933
114046,      3.28711,M2/M3V,      5.65907,1,      0.00000,     0.254638,    0.0185277,     0.186286,     0.264654,     0.209924,     0.129312,     0.223696,     0.192946,     0.189289,     0.205815,     0.213546,     0.334348,    0.0417009,    0.0749746,     0.188243,    0.0436020,     0.100703,     0.262252
105090,      3.97094,M1/M2V,      10.7658,1,      0.00000,     0.260264,    0.0241607,     0.178165,     0.273410,     0.191606,    0.0752389,     0.241226,     0.188631,     0.128324,     0.227395,     0.213964,     0.262106,    0.0450909,    0.0754865,     0.148900,    0.0469429,     0.101405,     0.221655
108870,      3.63895,K5V,      41.2435,1,      0.00000,     0.283676,    0.0360216,     0.187720,     0.300118,     0.204911,    0.0997926,     0.267081,     0.192891,     0.201882,     0.274415,     0.216325,     0.377713,    0.0535611,    0.0763577,     0.213484,    0.0561704,     0.102458,     0.283341
99240,      6.09561,G5IV-Vvar,      2.17188,1,      0.00000,     0.231615,    0.0341113,     0.150049,     0.341144,     0.124693,    0.0142577,     0.303394,     0.172494,    0.0631761,     0.312757,     0.216027,     0.172037,    0.0598564,    0.0767470,     0.100399,    0.0617509,     0.103085,     0.160702
3765,      7.43500,K2V,     0.348517,1,      0.00000,     0.286045,    0.0438165,     0.176568,     0.289971,     0.183862,    0.0558473,     0.248756,     0.188964,     0.109062,     0.233327,     0.214666,     0.230244,    0.0460571,    0.0756310,     0.131698,    0.0477623,     0.101623,     0.193172
12114,      7.23545,K3V,     0.258520,1,      0.00000,     0.296761,    0.0379730,     0.175005,     0.290071,     0.179267,    0.0523026,     0.247844,     0.188426,     0.110934,     0.231524,     0.214671,     0.235116,    0.0457755,    0.0756060,     0.132909,    0.0474764,     0.101579,     0.198108
91768,      3.52176,K5,      1.50178,1,      0.00000,     0.248751,    0.0865392,     0.146413,    0.0681713,     0.159115,    0.0756960,    0.0963088,     0.172843,     0.317155,    0.0832531,     0.192605,     0.613965,    0.0165656,    0.0676463,     0.389234,    0.0177648,    0.0920377,     0.409382
8102,      3.60339,G8V,      146.257,1,      0.00000,     0.305903,    0.0641082,     0.168727,     0.373545,     0.157937,    0.0246075,     0.323944,     0.182117,    0.0723143,     0.328450,     0.216684,     0.185065,    0.0616679,    0.0769434,     0.108690,    0.0630387,     0.103419,     0.179454
24186,      3.93350,M0V,      7.08868,1,      0.00000,     0.262215,     0.121054,     0.142834,    0.0751042,     0.145065,    0.0668800,     0.118223,     0.172516,     0.292220,     0.116768,     0.197689,     0.535492,    0.0243218,    0.0698260,     0.322261,    0.0258252,    0.0947906,     0.364323
7981,      7.60512,K1V,      2.86923,1,      0.00000,     0.313224,    0.0639429,     0.168957,     0.314210,     0.158193,    0.0250718,     0.272746,     0.178368,    0.0527171,     0.263169,     0.214930,     0.135805,    0.0508917,    0.0761819,    0.0866126,    0.0528301,     0.102326,     0.136442
113283,      7.60815,K4Vp,      2.16107,1,      0.00000,     0.300208,    0.0638273,     0.159343,     0.191179,     0.150898,    0.0500212,     0.201483,     0.179941,     0.169290,     0.194624,     0.209734,     0.328943,    0.0400996,    0.0741936,     0.182997,    0.0422128,     0.100028,     0.252683
56452,      9.54355,K0V,     0.446578,1,      0.00000,     0.310019,    0.0912600,     0.162149,     0.237089,     0.156058,    0.0417535,     0.223398,     0.182736,     0.138289,     0.210373,     0.211932,     0.286585,    0.0424798,    0.0748015,     0.157605,    0.0444913,     0.100794,     0.225168
67155,      5.43527,M3V,      2.08174,1,      0.00000,     0.250737,     0.189616,     0.129950,    0.0392713,     0.126824,    0.0463740,    0.0953061,     0.166366,     0.281900,    0.0929109,     0.192368,     0.568694,    0.0190360,    0.0679671,     0.356828,    0.0204511,    0.0925884,     0.386499
27072,      8.88013,F7V,      4.73721,1,      0.00000,     0.219094,    0.0818837,     0.111832,     0.255129,    0.0641028,   0.00121557,     0.266804,     0.152134,    0.0506259,     0.289962,     0.209335,     0.178929,    0.0570894,    0.0756228,     0.109550,    0.0596714,     0.102490,     0.163891
22449,      8.04189,F6V,      3.59093,1,      0.00000,     0.190694,    0.0485885,    0.0956521,     0.293525,    0.0511540,  0.000550424,     0.295433,     0.134202,    0.0318785,     0.316097,     0.207225,     0.115006,    0.0606552,    0.0759669,    0.0706422,    0.0627844,     0.102887,     0.118671
16537,      3.20288,K2V,      297.000,1,      0.00000,     0.340723,    0.0791252,     0.169624,     0.356231,     0.155817,    0.0247067,     0.313994,     0.183876,    0.0830473,     0.321460,     0.215805,     0.206781,    0.0608658,    0.0768067,     0.122977,    0.0623478,     0.103245,     0.197373
86162,      4.54999,M3.5Vvar,      2.14840,1,      0.00000,     0.228462,     0.291039,     0.111534,    0.0190008,     0.118090,    0.0619531,    0.0670619,     0.160143,     0.319711,    0.0634737,     0.184471,     0.644490,    0.0119409,    0.0650483,     0.414561,    0.0130917,    0.0890236,     0.422127
61317,      8.61105,G0V,      2.56568,1,      0.00000,     0.321256,    0.0881011,     0.154748,     0.231637,     0.128321,    0.0179169,     0.235930,     0.176211,     0.125347,     0.255534,     0.211800,     0.324718,    0.0517834,    0.0755536,     0.185540,    0.0554784,     0.102044,     0.249193
1599,      8.53476,F9V,      1.25115,1,      0.00000,     0.338346,    0.0705665,     0.160096,     0.345894,     0.138718,    0.0212894,     0.306221,     0.180637,    0.0935467,     0.306117,     0.215817,     0.216991,    0.0576364,    0.0767555,     0.121434,    0.0588786,     0.102987,     0.174841
57939,      9.17809,G8Vp,      4.53400,1,      0.00000,     0.309336,     0.215550,     0.143092,     0.144698,     0.133428,    0.0401114,     0.172647,     0.175178,     0.201349,     0.170598,     0.206694,     0.389004,    0.0357129,    0.0731909,     0.220231,    0.0380090,    0.0990344,     0.287264
15457,      9.14571,G5Vvar,     0.532629,1,      0.00000,     0.355211,    0.0713169,     0.164115,     0.285100,     0.147955,    0.0276317,     0.265802,     0.181848,     0.153563,     0.270542,     0.214649,     0.335090,    0.0522671,    0.0761582,     0.187472,    0.0546200,     0.102268,     0.247829
64394,      9.18315,G0V,      2.70214,1,      0.00000,     0.318805,     0.102606,     0.146682,     0.220250,     0.112262,    0.0124345,     0.231497,     0.171993,     0.114098,     0.253489,     0.210803,     0.315012,    0.0515218,    0.0753711,     0.181580,    0.0553464,     0.101905,     0.245842
56997,      9.57942,G8Vvar,      1.82375,1,      0.00000,     0.348179,     0.101573,     0.159526,     0.282060,     0.142378,    0.0203574,     0.260471,     0.179368,    0.0613067,     0.252742,     0.213466,     0.154527,    0.0493810,    0.0758441,    0.0961265,    0.0512223,     0.102017,     0.146244
106440,      4.96506,M1V,      2.88992,1,      0.00000,     0.307271,     0.104695,     0.140317,    0.0681237,     0.129190,    0.0393755,     0.120157,     0.169738,     0.254361,     0.120313,     0.197755,     0.516824,    0.0252031,    0.0699773,     0.308996,    0.0267324,    0.0950725,     0.354619
49908,      4.86875,K8V,      38.2227,1,      0.00000,     0.341052,    0.0733031,     0.152374,     0.206331,     0.129785,    0.0345144,     0.220947,     0.175752,     0.125508,     0.217685,     0.209817,     0.270340,    0.0436409,    0.0748490,     0.154835,    0.0457537,     0.101149,     0.230262
64924,      8.50535,G5V,      2.55783,1,      0.00000,     0.365115,    0.0795531,     0.162849,     0.295786,     0.145315,    0.0267624,     0.274884,     0.181209,     0.144275,     0.279746,     0.214516,     0.310893,    0.0535096,    0.0762905,     0.170932,    0.0556946,     0.102520,     0.232937
14632,      10.5088,G0V,     0.497077,1,      0.00000,     0.259867,    0.0717235,     0.115706,     0.199837,    0.0667232,   0.00161269,     0.230359,     0.155475,    0.0709061,     0.256982,     0.208121,     0.253758,    0.0523974,    0.0750174,     0.150062,    0.0562412,     0.101859,     0.214662
23311,      8.84771,K3V,      1.83349,1,      0.00000,     0.354705,    0.0847250,     0.154609,     0.202666,     0.137273,    0.0330164,     0.215982,     0.177561,     0.133328,     0.208559,     0.210308,     0.283030,    0.0423467,    0.0745237,     0.155854,    0.0444971,     0.100659,     0.224754
57443,      9.29187,G3/G5V,      4.81943,1,      0.00000,     0.323246,     0.121543,     0.138635,     0.298051,     0.109922,   0.00866193,     0.278390,     0.151639,    0.0339124,     0.274058,     0.209913,    0.0878225,    0.0527825,    0.0759032,    0.0615572,    0.0548689,     0.102414,     0.104534
99825,      8.79909,K3V,      4.80992,1,      0.00000,     0.359497,     0.115941,     0.153275,     0.234522,     0.134004,    0.0253037,     0.236645,     0.177074,    0.0957886,     0.230877,     0.211203,     0.217368,    0.0458793,    0.0752378,     0.124563,    0.0477255,     0.101445,     0.187171
25878,      5.70032,M1V,      4.77886,1,      0.00000,     0.337973,    0.0689465,     0.143382,     0.101582,     0.123411,    0.0343564,     0.147949,     0.171445,     0.220404,     0.150732,     0.202681,     0.440328,    0.0317708,    0.0719281,     0.258211,    0.0339067,    0.0975388,     0.314830
68184,      10.0778,K3V,     0.299291,1,      0.00000,     0.350507,     0.127169,     0.148467,     0.162725,     0.132796,    0.0308067,     0.191104,     0.175972,     0.162985,     0.187179,     0.208087,     0.335629,    0.0389252,    0.0736878,     0.187229,    0.0411519,    0.0996563,     0.254353
104217,      3.49472,K7V,      4.53856,2,     0.188123,     0.104846,   0.00437630,    0.0438440,    0.0583059,    0.0641875,    0.0205195,    0.0375991,    0.0267346,    0.0416410,    0.0301706,    0.0116330,    0.0644177,   0.00513024,   0.00275045,    0.0340117,   0.00457616,   0.00260033,    0.0323240
104214,      3.49717,K5V,      10.2321,2,     0.236741,     0.104499,   0.00469122,    0.0431011,    0.0451124,    0.0642121,    0.0202985,    0.0345392,    0.0267974,    0.0447723,    0.0331661,    0.0130914,    0.0641691,   0.00593404,   0.00331015,    0.0407962,   0.00538602,   0.00326015,    0.0261642
86400,      10.0868,K3V,      1.14254,1,      0.00000,     0.360718,     0.144057,     0.147076,     0.155603,     0.134498,    0.0323142,     0.180662,     0.176407,     0.181171,     0.175960,     0.207411,     0.370430,    0.0368373,    0.0733470,     0.207875,    0.0390271,    0.0991268,     0.274290
2021,      7.45879,G2IV,      1.11589,1,      0.00000,     0.178887,    0.0196532,    0.0725404,     0.311720,    0.0325230,  2.00958e-05,     0.318038,     0.102164,    0.0210561,     0.339712,     0.178905,    0.0693987,    0.0636536,    0.0707325,    0.0418885,    0.0652597,    0.0995934,    0.0728950
3821,      5.83819,G0VSB,     0.732871,2,     0.922629,     0.174827,    0.0189764,    0.0700636,    0.0830224,    0.0838223,    0.0140279,    0.0457688,    0.0443578,    0.0466861,    0.0362787,    0.0123623,    0.0811006,   0.00523597,   0.00256839,    0.0402849,   0.00451281,   0.00205730,    0.0449402
12777,      11.1488,F7V,      2.17284,1,      0.00000,     0.279818,     0.128057,     0.111740,     0.180472,    0.0605260,   0.00103292,     0.221158,     0.153597,    0.0727910,     0.251004,     0.206922,     0.267800,    0.0514593,    0.0748199,     0.159943,    0.0555425,     0.101746,     0.225296
114046,      3.28711,M2/M3V,      5.65907,2,     0.116413,     0.121985,   0.00493880,    0.0480068,    0.0493972,    0.0627364,    0.0191686,    0.0376899,    0.0300801,    0.0469440,    0.0302901,    0.0148226,    0.0607353,   0.00587193,   0.00376984,    0.0322027,   0.00549365,   0.00367945,    0.0251611
96100,      5.77232,K0V,     0.830024,2,     0.496077,     0.129996,   0.00835921,    0.0508823,    0.0648081,    0.0695926,    0.0131931,    0.0396330,    0.0302522,    0.0459845,    0.0321448,    0.0111073,    0.0635385,   0.00502328,   0.00248688,    0.0389847,   0.00452174,   0.00229767,    0.0378898
54035,      2.54686,M2V,      1.78908,2,    0.0853784,     0.103349,   0.00325160,    0.0402057,    0.0507919,    0.0603593,    0.0283718,    0.0362598,    0.0251867,    0.0458967,    0.0291497,    0.0138055,    0.0579049,   0.00593228,   0.00362247,    0.0304602,   0.00549571,   0.00365073,    0.0224397
105090,      3.97094,M1/M2V,      10.7658,2,     0.172930,     0.142222,   0.00806016,    0.0551295,    0.0583775,    0.0668206,    0.0164814,    0.0399370,    0.0339626,    0.0481175,    0.0326042,    0.0144411,    0.0611377,   0.00564930,   0.00346619,    0.0373429,   0.00510767,   0.00326987,    0.0330593
108870,      3.63895,K5V,      41.2435,2,     0.327380,     0.131470,    0.0109840,    0.0506854,    0.0568402,    0.0654858,    0.0131780,    0.0379719,    0.0311005,    0.0467447,    0.0325355,    0.0126102,    0.0700808,   0.00561693,   0.00283535,    0.0413791,   0.00498102,   0.00253913,    0.0285187
22449,      8.04189,F6V,      3.59093,2,      1.26666,     0.180650,    0.0398496,    0.0695350,    0.0943840,    0.0459964,  0.000523294,    0.0553012,    0.0593121,    0.0247009,    0.0400405,    0.0223322,    0.0665943,   0.00523986,   0.00368628,    0.0365094,   0.00447522,   0.00240586,    0.0457844
109176,      11.7975,F5V,     0.963083,1,      0.00000,     0.210801,    0.0681719,    0.0805501,     0.167728,    0.0293744,  2.00958e-05,     0.231197,     0.131838,    0.0383316,     0.264390,     0.203810,     0.186286,    0.0538306,    0.0745884,     0.117711,    0.0574175,     0.101789,     0.176932
72848,      11.3752,K2V,     0.875574,1,      0.00000,     0.382727,     0.168488,     0.145161,     0.199318,     0.121509,    0.0219195,     0.214334,     0.174679,     0.126300,     0.207507,     0.209853,     0.278740,    0.0421567,    0.0744686,     0.153153,    0.0442852,     0.100598,     0.221494
15371,      12.0464,G1V,     0.622423,1,      0.00000,     0.396033,     0.155549,     0.148645,     0.273198,     0.121582,    0.0147637,     0.259311,     0.174397,    0.0571984,     0.252228,     0.212837,     0.147792,    0.0493158,    0.0757114,    0.0918868,    0.0511635,     0.101968,     0.139527
3765,      7.43500,K2V,     0.348517,2,     0.351416,     0.142061,    0.0140243,    0.0529203,    0.0555687,    0.0624830,   0.00995505,    0.0389423,    0.0333032,    0.0423521,    0.0322274,    0.0147906,    0.0576608,   0.00569447,   0.00346318,    0.0346333,   0.00515410,   0.00314856,    0.0366739
91768,      3.52176,K5,      1.50178,2,    0.0618746,     0.151052,    0.0391514,    0.0554204,    0.0119193,    0.0563770,    0.0134086,    0.0264200,    0.0372813,    0.0555584,    0.0284066,    0.0238891,    0.0665511,   0.00498389,   0.00772681,    0.0330697,   0.00531435,   0.00859315,    0.0236947
99240,      6.09561,G5IV-Vvar,      2.17188,2,     0.884295,     0.197152,    0.0199614,    0.0716271,    0.0803071,    0.0827834,    0.0104939,    0.0463671,    0.0452623,    0.0414003,    0.0371151,    0.0141221,    0.0753556,   0.00543486,   0.00276997,    0.0376468,   0.00436678,   0.00208466,    0.0430659
80686,      12.1768,F9V,    0.0680988,1,      0.00000,     0.382585,     0.125349,     0.137441,     0.302429,     0.107616,   0.00935740,     0.279024,     0.153920,    0.0350569,     0.271223,     0.211985,    0.0892531,    0.0523502,    0.0759936,    0.0623098,    0.0543874,     0.102404,     0.103111
2021,      7.45879,G2IV,      1.11589,2,      1.30397,     0.168023,    0.0173033,    0.0603271,     0.103254,    0.0313006,      0.00000,    0.0580174,    0.0579145,    0.0161940,    0.0379114,    0.0358133,    0.0482300,   0.00478960,   0.00766073,    0.0267470,   0.00382899,   0.00516941,    0.0420650
99701,      6.16062,M0V,      7.59207,1,      0.00000,     0.366292,     0.170544,     0.130622,    0.0704992,     0.110170,    0.0302092,     0.127596,     0.167081,     0.233222,     0.134252,     0.199895,     0.476174,    0.0286118,    0.0709928,     0.283367,    0.0304658,    0.0964743,     0.332593
12114,      7.23545,K3V,     0.258520,2,     0.368691,     0.157893,    0.0134919,    0.0562823,    0.0600224,    0.0668244,    0.0123719,    0.0404590,    0.0341368,    0.0466119,    0.0324711,    0.0139116,    0.0601996,   0.00554785,   0.00337226,    0.0363089,   0.00502230,   0.00320834,    0.0379490
8102,      3.60339,G8V,      146.257,2,     0.479787,     0.170983,    0.0270261,    0.0602995,    0.0756771,    0.0685587,   0.00755240,    0.0426045,    0.0385263,    0.0380393,    0.0324949,    0.0137384,    0.0688041,   0.00477134,   0.00259382,    0.0343342,   0.00376355,   0.00182238,    0.0352798
88972,      11.0955,K2V,      2.59329,1,      0.00000,     0.385369,     0.226088,     0.135707,     0.140921,     0.111785,    0.0215145,     0.180133,     0.170931,     0.164423,     0.179667,     0.206566,     0.350094,    0.0376100,    0.0734382,     0.196594,    0.0399812,    0.0994110,     0.264362
23693,      11.6247,F7V,     0.357610,1,      0.00000,     0.420240,     0.122154,     0.147969,     0.270713,     0.116792,    0.0138123,     0.262567,     0.174082,     0.125385,     0.272442,     0.213125,     0.308690,    0.0526562,    0.0759901,     0.173039,    0.0551466,     0.102366,     0.234650
88601,      5.08337,K0VSB,     0.566875,1,      0.00000,     0.419950,     0.220370,     0.147037,     0.328483,     0.116437,    0.0114313,     0.294240,     0.173991,    0.0837438,     0.300115,     0.216083,     0.237945,    0.0577630,    0.0768321,     0.140430,    0.0595016,     0.103020,     0.221053
85295,      7.71467,K7V,      2.67974,1,      0.00000,     0.384499,     0.139374,     0.133616,    0.0873928,     0.109874,    0.0253687,     0.143188,     0.168636,     0.205607,     0.149872,     0.201929,     0.432875,    0.0316951,    0.0717135,     0.253959,    0.0338954,    0.0975048,     0.310922
7981,      7.60512,K1V,      2.86923,2,     0.511997,     0.176076,    0.0269332,    0.0603602,    0.0717884,    0.0653177,   0.00970711,    0.0429681,    0.0388396,    0.0388916,    0.0318976,    0.0141308,    0.0699840,   0.00510274,   0.00305651,    0.0384135,   0.00477615,   0.00269073,    0.0445402
27072,      8.88013,F7V,      4.73721,2,      1.14170,     0.214476,    0.0636835,    0.0729278,    0.0899360,    0.0552971,   0.00114028,    0.0548691,    0.0562065,    0.0326309,    0.0401841,    0.0205007,    0.0730519,   0.00588989,   0.00394718,    0.0401909,   0.00509978,   0.00268954,    0.0450280
42808,      11.1860,K2V,      2.48635,1,      0.00000,     0.392278,     0.297028,     0.129855,     0.119469,     0.109596,    0.0213564,     0.164642,     0.169810,     0.180739,     0.167091,     0.204773,     0.383936,    0.0351605,    0.0728068,     0.218306,    0.0375318,    0.0986509,     0.284316
77257,      11.8186,G0Vvar,     0.932831,1,      0.00000,     0.389637,     0.127877,     0.127338,     0.273337,    0.0834751,   0.00304029,     0.276076,     0.163541,    0.0813822,     0.290636,     0.211005,     0.232626,    0.0555803,    0.0759655,     0.133072,    0.0575208,     0.102574,     0.187703
85523,      4.54957,K5,      4.91189,1,      0.00000,     0.311687,     0.310287,     0.101687,    0.0197171,    0.0938764,    0.0285196,    0.0716098,     0.157758,     0.266992,    0.0725589,     0.186804,     0.602591,    0.0146032,    0.0660647,     0.388872,    0.0157257,    0.0904271,     0.408853
78072,      11.1782,F6V,      7.02951,1,      0.00000,     0.294097,     0.163682,    0.0952507,     0.182296,    0.0413883,  6.78233e-05,     0.235337,     0.143765,    0.0521539,     0.266541,     0.205520,     0.214503,    0.0539850,    0.0748222,     0.131053,    0.0574322,     0.101943,     0.192802
113283,      7.60815,K4Vp,      2.16107,2,     0.302774,     0.189316,    0.0272528,    0.0611992,    0.0492521,    0.0639721,    0.0104569,    0.0415601,    0.0394284,    0.0550621,    0.0335312,    0.0171726,    0.0700005,   0.00598215,   0.00434216,    0.0362383,   0.00560780,   0.00416534,    0.0317828
16537,      3.20288,K2V,      297.000,2,     0.390315,     0.193440,    0.0340933,    0.0624438,    0.0748313,    0.0669526,   0.00683321,    0.0442942,    0.0391554,    0.0399957,    0.0336783,    0.0145002,    0.0687245,   0.00492074,   0.00273355,    0.0355395,   0.00391964,   0.00192497,    0.0337509
70890,      1.30124,M5Ve,      2.42113,2,    0.0108472,     0.143542,    0.0182093,    0.0459484,    0.0102321,    0.0623349,    0.0610875,    0.0166415,    0.0378915,    0.0532006,   0.00776393,    0.0340426,    0.0588869,   0.00121785,    0.0105482,    0.0292474,   0.00146968,    0.0126634,    0.0234902
86162,      4.54999,M3.5Vvar,      2.14840,2,    0.0314188,     0.195644,     0.208433,    0.0625507,   0.00945515,    0.0556375,    0.0160103,    0.0248224,    0.0491550,    0.0318866,    0.0205149,    0.0381708,    0.0393124,   0.00439717,    0.0109482,    0.0190434,   0.00508802,    0.0127200,    0.0169881
17378,      9.07301,K0IV,      4.07724,1,      0.00000,     0.260262,    0.0431864,    0.0827360,     0.242396,    0.0342242,  2.00958e-05,     0.275735,     0.127074,    0.0283975,     0.303615,     0.204988,     0.116030,    0.0594702,    0.0753492,    0.0740432,    0.0619444,     0.102466,     0.122254
56452,      9.54355,K0V,     0.446578,2,     0.404902,     0.181825,    0.0359992,    0.0575681,    0.0577684,    0.0639692,   0.00810483,    0.0398032,    0.0377050,    0.0462657,    0.0315989,    0.0169677,    0.0629954,   0.00611218,   0.00401253,    0.0348379,   0.00537878,   0.00372193,    0.0329178
67155,      5.43527,M3V,      2.08174,2,     0.111835,     0.189195,     0.105214,    0.0589985,    0.0101828,    0.0576396,    0.0140551,    0.0296108,    0.0413190,    0.0669679,    0.0301882,    0.0248454,    0.0753197,   0.00539144,   0.00790548,    0.0392906,   0.00557391,   0.00857930,    0.0277437
47080,      11.2035,G8IV-V,      4.12876,1,      0.00000,     0.443357,     0.227838,     0.137789,     0.229521,     0.100580,   0.00965482,     0.246312,     0.169433,    0.0601143,     0.246643,     0.210067,     0.154879,    0.0485318,    0.0752835,    0.0956578,    0.0505089,     0.101729,     0.148783
22263,      13.2413,G3V,      1.40864,1,      0.00000,     0.448521,     0.258253,     0.136476,     0.224871,     0.103204,    0.0107834,     0.238144,     0.169846,    0.0777695,     0.234659,     0.210432,     0.188134,    0.0464587,    0.0751188,     0.109692,    0.0483768,     0.101444,     0.167487
24186,      3.93350,M0V,      7.08868,2,    0.0361256,     0.202428,    0.0609567,    0.0613136,    0.0299844,    0.0565935,   0.00922123,    0.0357050,    0.0401711,    0.0233582,    0.0286378,    0.0313950,    0.0297027,   0.00576464,   0.00906703,    0.0156901,   0.00566585,   0.00988038,    0.0134767
15457,      9.14571,G5Vvar,     0.532629,2,     0.683923,     0.205503,    0.0305518,    0.0621983,    0.0631908,    0.0657018,   0.00576391,    0.0414012,    0.0392616,    0.0410005,    0.0352281,    0.0150590,    0.0632054,   0.00552630,   0.00311077,    0.0379511,   0.00490881,   0.00267291,    0.0348575
1599,      8.53476,F9V,      1.25115,2,     0.863637,     0.219381,    0.0343609,    0.0662664,    0.0749914,    0.0705982,   0.00618458,    0.0447041,    0.0416123,    0.0428897,    0.0338526,    0.0143549,    0.0652584,   0.00504408,   0.00275206,    0.0407402,   0.00410712,   0.00214244,    0.0470999
3093,      11.1372,K0V,      4.45846,1,      0.00000,     0.444849,     0.248309,     0.133672,     0.182347,    0.0977574,    0.0134563,     0.215948,     0.168661,     0.104785,     0.216210,     0.208364,     0.246840,    0.0434845,    0.0746083,     0.138104,    0.0456796,     0.100919,     0.204470
64924,      8.50535,G5V,      2.55783,2,     0.671630,     0.210976,    0.0351918,    0.0632483,    0.0659381,    0.0640338,   0.00508624,    0.0429234,    0.0402585,    0.0416124,    0.0354363,    0.0152901,    0.0641127,   0.00545260,   0.00308049,    0.0381104,   0.00479552,   0.00252928,    0.0376599
51459,      12.9141,F8V,     0.787925,1,      0.00000,     0.422816,     0.187311,     0.125920,     0.289824,    0.0922925,   0.00492176,     0.278453,     0.144133,    0.0307771,     0.274837,     0.207235,    0.0771108,    0.0528229,    0.0758968,    0.0548684,    0.0550009,     0.102404,    0.0947304
69972,      11.8408,K3V,      1.78797,1,      0.00000,     0.404351,     0.294164,     0.120163,     0.103363,    0.0899878,    0.0118497,     0.162728,     0.164575,     0.155622,     0.169112,     0.203769,     0.365767,    0.0357694,    0.0727038,     0.208271,    0.0382811,    0.0986710,     0.273798
109176,      11.7975,F5V,     0.963083,2,      1.45083,     0.208232,    0.0576110,    0.0617710,    0.0785497,    0.0271303,      0.00000,    0.0538257,    0.0605864,    0.0239415,    0.0414812,    0.0254275,    0.0743768,   0.00646674,   0.00484527,    0.0400124,   0.00560208,   0.00326298,    0.0474015
57443,      9.29187,G3/G5V,      4.81943,2,     0.675076,     0.230165,    0.0699774,    0.0679744,    0.0789631,    0.0611486,   0.00395003,    0.0463580,    0.0480497,    0.0286857,    0.0328177,    0.0194077,    0.0629915,   0.00501315,   0.00342156,    0.0380875,   0.00439392,   0.00260064,    0.0473964
61317,      8.61105,G0V,      2.56568,2,     0.956279,     0.225487,    0.0457473,    0.0664793,    0.0664491,    0.0643890,   0.00678558,    0.0434029,    0.0434446,    0.0480944,    0.0385489,    0.0161707,    0.0770159,   0.00623960,   0.00349534,    0.0462018,   0.00559009,   0.00293111,    0.0414403
56997,      9.57942,G8Vvar,      1.82375,2,     0.511101,     0.197703,    0.0398554,    0.0580211,    0.0676617,    0.0593756,   0.00482359,    0.0446451,    0.0397338,    0.0337566,    0.0323348,    0.0165971,    0.0598109,   0.00535921,   0.00369362,    0.0331697,   0.00497899,   0.00301319,    0.0388516
29271,      10.2147,G5V,      10.4732,1,      0.00000,     0.459267,     0.286497,     0.134402,     0.252936,    0.0924734,   0.00671039,     0.261563,     0.157755,    0.0391068,     0.263668,     0.210044,     0.108830,    0.0512803,    0.0755362,    0.0718470,    0.0534503,     0.102174,     0.119111
15330,      12.0391,G2V,      4.51998,1,      0.00000,     0.468379,     0.317300,     0.136466,     0.211519,     0.101945,    0.0127775,     0.232117,     0.169768,    0.0841086,     0.231501,     0.209543,     0.201228,    0.0460106,    0.0750340,     0.117448,    0.0479777,     0.101398,     0.176740
57939,      9.17809,G8Vp,      4.53400,2,     0.321721,     0.215160,     0.105258,    0.0624249,    0.0416244,    0.0608711,   0.00989153,    0.0405138,    0.0423684,    0.0610491,    0.0337972,    0.0190264,    0.0723440,   0.00623291,   0.00492101,    0.0360544,   0.00593480,   0.00483552,    0.0305987
