HIP,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,M_V,dist (pc),Type,Lstar (Lsun),Angdiam (mas), Mass (Msun), WDS_sep, WDS_dmag, Detection Coronagraph ID,Characterization Coronagraph ID, EEID (mas),nexozodis (zodis),Total BB Imaging Time (days),Total Spec Char Time (days),Total EEC Yield,Total HZ Completeness
64583,198.563,-59.1032,5.35,5.389,4.9,4.48,4.34,3.99,3.72,3.65,3.60238,18.1771,F7IV,3.03194,0.744961,1.37289,2.7,5.28,3,1,95.7934,2.1543,1.37663,2.72512,0.145492,0.586469
64792,199.194,9.42416,          NaN,5.775,5.19,4.8,4.55,4.392,4.107,4.033,3.97008,17.5381,G0Vs,2.23746,0.730012,1.25872,2.5,15.38,3,1,85.2894,0.638581,1.56302,0.608722,0.218182,0.879474
64797,199.213,17.0172,          NaN,7.416,6.49,          NaN,5.52,          NaN,          NaN,          NaN,6.28598,10.9851,K2V,0.32846,0.625451,0.727532,7.8,2.84,2,1,52.172,0.0359144,1.06749,0.090843,0.243085,0.979856
64924,199.601,-18.3112,5.71,5.449,4.74,          NaN,3.99,3.334,2.974,2.956,5.09154,8.50535,G5V,0.84633,1.04203,0.953448,376.2,5.92,3,1,108.163,2.55783,0.923612,0.0910184,0.245383,0.989119
65530,201.499,63.2613,7.59,7.239,6.5,6,5.71,5.238,4.895,4.795,4.89839,20.9085,G6V,1.02605,0.481014,1.00737,          NaN,          NaN,2,1,48.4464,4.51623,3.06736,1.70439,0.166988,0.673115
65721,202.108,13.7788,5.93,5.684,4.97,4.37,4.2,3.8,3.46,3.24,3.70452,17.91,G5V,3.05177,0.943121,1.37545,268.6,3.65,3,1,97.5395,2.02485,1.55781,0.471091,0.188298,0.759015
66765,205.267,-34.4642,8.278,7.775,6.92,6.448,6.06,5.449,5.137,4.929,5.94141,15.6935,K1V,0.429075,0.462557,0.785253,          NaN,          NaN,2,1,41.7395,7.21382,2.37575,1.16956,0.142118,0.572866
67153,206.422,-33.0437,4.61,4.62,4.23,3.9,3.79,3.61,3.347,3.39,2.85972,18.7956,F3V,5.89304,0.897548,1.65996,          NaN,          NaN,3,2,129.156,25.5474,2.22097,0.946076,0.106213,0.428136
67155,206.432,14.8915,10.989,9.895,8.46,7.465,6.39,5.18,4.78,4.415,9.7839,5.43527,M3V,0.032719,0.699172,0.376407,          NaN,          NaN,1,1,33.2797,2.08174,1.26301,0.289276,0.137488,0.554202
67927,208.671,18.3977,3.44,3.26,2.68,2.24,2.03,1.67,1.39,1.49,2.39624,11.396,G0IV,9.52555,2.30557,1.90407,114,7.27,3,3,270.827,1.37867,0.502838,0.00972612,0.0430785,0.173646
68184,209.384,61.4929,8.51,7.53,6.49,5.9,5.48,5.018,4.402,4.094,6.47318,10.0778,K3V,0.31767,0.752136,0.720622,          NaN,          NaN,2,1,55.9271,0.299291,1.15031,0.101708,0.245546,0.989777
69671,213.911,-45.0008,          NaN,6.906,6.31,          NaN,5.65,5.237,5.04,4.887,4.72818,20.7188,F9V,1.1183,0.44152,1.03246,          NaN,          NaN,2,1,51.0405,0.720457,2.23249,1.13874,0.199326,0.803469
69972,214.77,-59.379,          NaN,7.676,6.66,          NaN,5.64,4.976,4.671,4.332,6.29309,11.8408,K3V,0.364629,0.667688,0.749574,          NaN,          NaN,2,1,50.997,1.78797,1.34135,0.220789,0.23812,0.959842
70319,215.814,1.24157,6.98,6.889,6.25,5.71,5.54,5.053,4.814,4.644,5.04246,17.4385,G1V,0.849324,0.477581,0.954411,          NaN,          NaN,2,1,52.8479,6.60195,2.96092,1.27602,0.203061,0.818525
70890,217.429,-62.6795,14.21,12.817,11.01,9.45,7.39,5.357,4.835,4.384,15.4382,1.30124,M5Ve,0.000946928,0.591026,0.136801,999.9,-12.56,1,4,23.6484,2.42113,0.893609,0.0217483,0.237371,0.956825
71181,218.37,52.9088,          NaN,8.237,7.24,6.7,6.2,5.436,4.872,4.789,6.63,13.2434,K3V,0.261525,0.49531,0.681672,          NaN,          NaN,1,1,38.6151,2.1238,1.89269,0.482914,0.120585,0.48607
71284,218.67,29.7451,4.76,4.834,4.47,4.13,4.06,3.7,3.51,3.48,3.49626,15.6584,F3Vwvar,3.23685,0.77682,1.39878,215.3,6.16,3,1,114.898,4.96141,1.23095,0.58389,0.189846,0.765256
71908,220.627,-64.9751,3.55,3.436,3.18,2.96,2.92,2.84,2.73,2.74,2.17475,15.8873,F1Vp,10.7674,1.20624,1.97192,15.7,5.29,3,2,206.541,9.56413,0.728758,0.0878638,0.0444827,0.179306
72603,222.672,-15.9972,5.53,5.551,5.15,4.78,4.67,4.39,4.19,4.14,3.30685,23.3685,F3V,3.92347,0.595897,1.47782,0.4,          NaN,2,1,84.7626,2.14593,2.86395,1.22789,0.167785,0.676329
72659,222.847,19.1005,5.618,5.26,4.54,3.91,3.72,2.66,2.25,1.97,5.39892,6.73312,G8V+K4V,0.643579,1.15826,0.881688,5.5,2.19,3,1,119.147,7.55694,1.04761,0.1095,0.234751,0.946262
72848,223.349,19.1528,          NaN,6.841,6,5.5,5.08,4.882,4.165,4.32,5.7202,11.3752,K2V,0.517531,0.692913,0.828452,          NaN,          NaN,2,1,63.2425,0.875574,1.30744,0.156867,0.243568,0.981804
73184,224.367,-21.4155,7.89,6.744,5.72,4.74,4.49,3.83,3.23,3.1,6.87239,5.88197,K4V,0.215862,1.04335,0.645304,25.7,2.3,2,1,78.9888,150.946,2.00589,0.273054,0.244083,0.983878
73996,226.825,24.8692,5.34,5.359,4.93,4.53,4.42,4.15,3.9,3.863,3.49608,19.3546,F5V,3.31216,0.683048,1.408,103.5,6.56,3,1,94.0311,1.70915,1.37833,0.636446,0.178958,0.721367
74605,228.66,67.3467,          NaN,5.7,5.15,4.8,4.53,4.217,3.983,3.87,3.13441,25.2998,F9IV,4.78507,0.713629,1.56406,          NaN,          NaN,2,1,86.4623,2.88538,3.19897,1.03904,0.140172,0.565022
75181,230.451,-48.3176,6.35,6.289,5.65,          NaN,4.94,4.51,4.16,4.159,4.81516,14.6882,G2V,1.04712,0.629575,1.01324,          NaN,          NaN,2,1,69.6674,1.60349,1.82917,0.383364,0.236862,0.954773
75809,232.297,80.4486,          NaN,7.235,6.57,6.2,5.84,5.383,5.155,5.068,4.87706,21.8066,G8IV-V+...,1.00113,0.425178,1.00032,31.8,0.66,2,1,45.8836,2.08814,2.26626,1.33321,0.139745,0.563299
76074,233.054,-41.2756,11.918,10.834,9.31,8.265,6.91,5.647,5.025,4.759,10.4495,5.9169,M0,0.0283618,0.593319,0.361347,          NaN,          NaN,1,4,28.4625,0.888023,1.40667,1.31411,0.225611,0.909422
76829,235.297,-44.6612,          NaN,5.053,4.64,          NaN,4.17,4.023,3.732,3.802,3.43822,17.3923,F5IV-V,3.48982,0.765186,1.42918,          NaN,          NaN,3,1,107.41,5.60329,1.49122,0.833817,0.178553,0.719735
77257,236.611,7.35307,5.13,5.024,4.42,3.92,3.76,3.38,3.04,2.96,4.05716,11.8186,G0Vvar,2.08514,1.06425,1.23362,          NaN,          NaN,3,2,122.18,0.932831,0.924797,0.166795,0.232977,0.939113
77358,236.871,-37.9163,          NaN,6.725,6.01,          NaN,5.27,4.959,4.505,4.323,5.09229,15.2595,G6IV,0.850721,0.584933,0.954859,15,7.21,2,1,60.444,0.0383264,1.58539,0.340798,0.233479,0.941137
77760,238.169,42.4515,5.19,5.163,4.6,4.14,3.97,3.49,3.14,3.12,3.6023,15.8321,F9V,3.12347,0.933482,1.3846,          NaN,          NaN,3,1,111.63,2.58507,1.16386,0.365807,0.193382,0.779509
78072,239.113,15.6616,4.31,4.328,3.85,3.37,3.31,2.93,2.64,2.62,3.60815,11.1782,F6V,3.00559,1.19237,1.36947,313.8,7.61,3,2,155.093,7.02951,0.893406,0.196503,0.201555,0.812452
78527,240.472,58.5653,4.63,4.538,4.01,3.56,3.46,3.05,2.394,2.74,2.34982,21.4801,F8IV-V,9.76417,1.17551,1.91758,          NaN,          NaN,3,1,145.473,0.710893,0.75133,0.0785369,0.05049,0.203521
78775,241.237,39.1565,7.6,7.394,6.66,6.04,5.86,5.182,4.824,4.755,5.87264,14.3705,G8V,0.417805,0.444038,0.779304,70.1,6.2,2,1,44.9795,4.3849,1.78806,0.862562,0.207798,0.837616
79248,242.601,43.8176,          NaN,7.487,6.61,6.1,5.69,5.158,4.803,4.714,5.34069,17.9416,K0V,0.75708,0.550495,0.923568,4.3,11.3,2,1,48.4964,2.88911,2.10775,0.911422,0.185827,0.749052
79492,243.327,13.5269,          NaN,7.444,6.68,          NaN,5.88,          NaN,          NaN,          NaN,4.7519,24.3007,G8V,1.19884,0.457103,1.05318,0.2,          NaN,2,1,45.057,0.0172805,2.18464,0.743711,0.123168,0.49648
79537,243.452,-57.5705,8.663,8.345,7.53,7.054,6.59,5.888,5.395,5.293,6.85926,13.6191,K0V,0.176334,0.330545,0.60907,          NaN,          NaN,1,4,30.8333,10.3837,1.6026,1.86993,0.099068,0.399335
79607,243.67,33.8586,          NaN,5.829,5.23,5.2,4.56,3.95,3.35,4.05,3.4539,22.658,F8V,3.62281,0.728592,1.44453,7.4,0.87,2,1,84.0042,2.61571,2.40279,3.12144,0.149284,0.601753
79672,243.905,-8.36944,          NaN,6.142,5.49,          NaN,4.8,4.667,4.162,4.186,4.73917,14.1308,G1V,1.12453,0.68832,1.0341,49.7,7.8,2,1,75.0445,0.988448,2.00045,0.397514,0.24121,0.972298
80337,246.005,-39.193,6.17,5.995,5.37,5.4,4.69,4.32,4.01,3.94,4.81571,12.908,G3/G5V,1.04453,0.704406,1.01253,345.1,5.53,2,1,79.1774,6.70379,1.93686,0.513366,0.237445,0.957123
80459,246.353,54.3041,          NaN,11.721,10.13,9.664,7.55,6.608,6.063,5.833,11.0742,6.47371,M2,0.0237718,0.486126,0.343572,          NaN,          NaN,1,4,23.8165,0.483627,2.17143,1.38678,0.169314,0.682493
80686,247.117,-70.0844,          NaN,5.455,4.9,          NaN,4.26,4.11,3.65,3.66,4.47233,12.1768,F9V,1.39805,0.805424,1.10047,          NaN,          NaN,3,1,97.102,0.0680988,1.05515,0.205065,0.244042,0.983716
80824,247.575,-12.6626,12.829,11.704,10.1,8.917,7.42,5.95,5.373,5.075,11.9294,4.30646,M4,0.0115395,0.510555,0.279473,          NaN,          NaN,1,4,24.9444,2.97304,1.65372,0.512032,0.229819,0.926382
81300,249.089,-2.32458,7,6.597,5.77,5.13,4.9,4.33,3.88,3.83,5.78754,9.91954,K2V,0.477928,0.755633,0.809821,137.9,7.64,2,1,69.6931,17.8411,1.577,0.3395,0.240451,0.969238
82588,253.245,-0.026421,          NaN,7.399,6.65,          NaN,5.86,5.235,4.942,4.835,5.52398,16.7959,G8V,0.580743,0.454639,0.856183,          NaN,          NaN,2,1,45.3721,10.1799,2.6112,1.36553,0.15618,0.629548
82860,254.007,65.1348,          NaN,5.361,4.88,4.6,4.32,4.02,3.83,3.736,3.98741,15.0841,F6Vvar,2.12139,0.744687,1.23971,          NaN,          NaN,3,1,96.5586,6.61753,1.78699,0.833424,0.223652,0.901525
83389,255.652,47.0819,          NaN,7.488,6.76,6.3,5.98,5.411,5.098,5.003,5.44849,18.2937,G8V,0.616937,0.420869,0.871102,          NaN,          NaN,2,1,42.9357,2.85091,2.31896,1.2958,0.155377,0.626311
83609,256.337,-33.7674,          NaN,9.857,9.25,8.32,8.57,5.11,4.06,3.79,10.5031,5.61545,G0,0.00551278,0.115499,0.226296,28,-0.81,4,4,13.2221,1.7672,1.58728,0.787342,0.219675,0.885494
84478,259.056,-26.5461,          NaN,7.474,6.33,          NaN,5.05,4.155,          NaN,3.466,7.45744,5.94994,K5V,0.158095,0.978847,0.590363,          NaN,          NaN,2,1,66.8262,146.757,1.86542,0.279455,0.237681,0.958073
84720,259.766,-46.6362,6.66,6.234,5.47,4.76,4.53,3.93,3.44,3.35,5.75101,8.78613,M0V,0.477656,0.798021,0.80969,10.8,3.27,2,1,78.6611,38.1875,1.80668,0.382868,0.242582,0.977829
84893,260.252,-21.1129,          NaN,4.784,4.39,          NaN,3.92,3.355,3.136,3.067,3.22956,17.0643,F2/F3V,4.20016,0.838086,1.50687,3.5,4.5,3,1,120.1,10.647,1.75986,2.74404,0.13433,0.541475
85235,261.25,67.3067,          NaN,7.199,6.44,5.9,5.64,4.969,4.637,4.515,5.90507,12.7934,K0V,0.412409,0.507248,0.776415,          NaN,          NaN,2,1,50.197,2.51637,1.56969,0.338534,0.241904,0.975097
85295,261.438,2.11142,10.126,8.899,7.54,6.649,5.92,4.934,4.341,4.14,8.10341,7.71467,K7V,0.120667,0.888713,0.546508,          NaN,          NaN,2,1,45.0274,2.67974,1.14244,0.131981,0.238747,0.962369
85523,262.166,-46.8952,12.177,10.933,9.38,8.337,6.98,5.711,5.154,4.855,11.0902,4.54957,K5,0.0189577,0.620181,0.322061,          NaN,          NaN,1,4,30.2637,4.91189,1.45931,0.618711,0.243437,0.981276
86162,264.108,68.3391,11.73,10.655,9.15,8.3,7.04,5.335,4.77,4.548,10.8599,4.54999,M3.5Vvar,0.0170948,0.607835,0.312683,180.4,-1.24,1,4,28.7357,2.1484,1.22201,0.575833,0.246563,0.993877
86201,264.238,68.758,          NaN,5.2,4.77,4.5,4.28,3.826,3.696,3.62,2.93768,23.2522,F5V,5.53913,0.73619,1.63084,75.7,8.4,3,1,101.218,2.09441,1.32831,0.47745,0.114042,0.459696
86400,264.82,3.55524,          NaN,7.489,6.53,5.9,5.49,4.7,4.4,4.1,6.51122,10.0868,K3V,0.277219,0.646161,0.693117,          NaN,          NaN,2,1,52.1985,1.14254,1.46763,0.103998,0.2473,0.996847
86486,265.099,-49.4156,          NaN,5.175,4.76,          NaN,4.27,4.02,3.7,3.83,3.12516,21.2309,F3IV,4.65782,0.72587,1.55206,          NaN,          NaN,3,1,101.654,0.0216457,0.999415,0.360897,0.143543,0.578609
86614,265.485,72.1488,          NaN,5.004,4.57,4.3,4.07,3.803,3.648,3.502,2.77688,22.8363,F5IV-V,6.42042,0.811224,1.70111,30.1,0.99,3,1,110.957,4.21886,1.43827,0.536443,0.0983954,0.396624
86620,265.492,72.1569,          NaN,6.34,5.81,5.2,5.21,5,4.59,4.53,4.02665,22.7337,G0V,2.08613,0.51434,1.23379,30.1,-0.99,2,1,63.5332,2.62815,2.52406,1.23837,0.174023,0.701474
86736,265.857,-21.6832,          NaN,5.329,4.86,          NaN,4.32,4.08,3.787,3.877,3.6919,17.1245,F6/F7V,2.7757,0.740802,1.33868,          NaN,          NaN,3,1,97.29,2.07662,1.4028,0.614823,0.201552,0.812441
86796,266.036,-51.8341,          NaN,5.814,5.12,          NaN,4.41,4.16,3.72,3.68,4.15367,15.6051,G5V,1.97535,0.858744,1.2147,          NaN,          NaN,3,1,90.0649,1.91554,1.65736,0.540046,0.227959,0.918887
88574,271.282,-3.03132,12.09,10.878,9.37,8.385,7.31,6.161,5.57,5.306,9.92954,7.72844,M2V,0.0411049,0.553562,0.401763,          NaN,          NaN,1,4,26.2334,2.22439,1.73435,1.67065,0.143634,0.578979
