HIP,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,M_V,dist (pc),Type,Lstar (Lsun),Angdiam (mas), Mass (Msun), WDS_sep, WDS_dmag, Detection Coronagraph ID,Characterization Coronagraph ID, EEID (mas),nexozodis (zodis),Total BB Imaging Time (days),Total Spec Char Time (days),Total EEC Yield,Total HZ Completeness
14150,45.6084,26.6092,          NaN,7.316,6.62,6.2,5.87,5.34,5.024,4.951,4.98764,21.2066,G8V,0.918024,0.431448,0.975859,          NaN,          NaN,2,1,45.181,1.23654,2.33164,1.29714,0.146474,0.590425
14632,47.2668,49.6133,4.76,4.645,4.05,3.7,3.4,3.14,2.88,2.64,3.94224,10.5088,G0V,2.30508,1.24864,1.26948,154.4,8.35,3,2,144.474,0.497077,0.74744,0.114716,0.227837,0.918393
14879,48.0189,-28.9876,4.41,4.343,3.8,3.39,3.17,2.85,2.32,2.54,3.07704,13.9505,F8V,5.03033,1.31795,1.58656,5.4,3.21,3,3,160.771,2.021,1.43009,0.204263,0.120689,0.486489
15330,49.4423,-62.5753,6.24,6.171,5.53,5,4.81,4.41,4.07,4,5.12703,12.0391,G2V,0.785748,0.666933,0.933428,309.2,-0.27,2,1,73.6288,4.51998,1.70475,0.322421,0.243443,0.9813
15371,49.5534,-62.5064,          NaN,5.84,5.24,          NaN,4.57,4.27,3.874,3.86,4.83571,12.0464,G1V,1.01529,0.726099,1.00434,0,          NaN,3,1,83.6446,0.622423,1.25983,0.203866,0.246367,0.993086
15457,49.8404,3.3702,5.71,5.521,4.84,4.27,4.11,3.66,3.35,3.34,5.03391,9.14571,G5Vvar,0.871993,0.961563,0.961621,263.6,3.94,3,1,102.103,0.532629,0.847401,0.0861383,0.246445,0.993399
15510,49.9819,-43.0698,5.2,4.971,4.26,3.65,3.47,2.99,2.6,2.53,5.36787,6.00381,G8V,0.657534,1.30302,0.887108,          NaN,          NaN,3,2,135.062,139.145,1.55969,0.281733,0.246239,0.99257
16537,53.2327,-9.45826,5.19,4.601,3.72,3,2.78,2.23,1.75,1.67,6.1923,3.20288,K2V,0.346181,2.09536,0.738537,0,          NaN,3,2,183.701,297,0.711655,0.0495711,0.22239,0.896437
16852,54.2183,0.401662,5.23,4.865,4.29,4.09,3.63,3.26,3.01,2.91,3.56517,13.9626,F9V,3.24229,1.09201,1.39945,          NaN,          NaN,3,2,128.961,0.361049,0.829169,0.157596,0.196466,0.791939
17378,55.8121,-9.7634,5.13,4.435,3.52,2.82,2.58,1.98,1.52,1.43,3.73124,9.07301,K0IV,3.41736,2.4154,1.42064,          NaN,          NaN,3,3,203.748,4.07724,0.704885,0.0426181,0.165338,0.666464
17420,55.9806,-19.1109,8.711,8.027,7.1,6.555,6.13,5.457,5.025,4.837,6.37635,13.955,K2V,0.302539,0.472991,0.710644,          NaN,          NaN,1,1,39.4149,0.178539,1.79978,0.506582,0.135763,0.54725
17651,56.712,-23.2497,          NaN,4.654,4.22,          NaN,3.71,3.61,3.393,3.353,2.98778,17.6378,F3/F5V,5.28689,0.953106,1.60927,          NaN,          NaN,3,1,130.363,0.964476,0.825514,0.246934,0.132839,0.535463
18859,60.6531,-0.268923,          NaN,5.896,5.38,          NaN,4.8,4.712,4.342,4.181,4.01254,18.7712,F5V,2.09943,0.616695,1.23603,          NaN,          NaN,2,1,77.1896,1.25568,2.78202,0.975338,0.221611,0.893296
19233,61.8398,-64.2223,7.13,7.006,6.37,          NaN,5.67,5.202,4.946,4.773,4.51011,23.5493,G3V,1.38649,0.450294,1.09786,          NaN,          NaN,2,1,50.0012,2.7051,2.27586,1.32491,0.138222,0.557163
19335,62.1526,38.0397,7.78,6.04,5.52,5.2,4.93,4.794,4.512,4.284,3.87657,21.315,F7V,2.38381,0.580931,1.28172,745.9,1.75,2,1,72.4353,0.216471,2.73097,0.942517,0.207552,0.836625
19849,63.818,-7.65287,5.69,5.25,4.43,3.74,3.54,2.93,2.48,2.41,5.91952,5.03612,K1V,0.420357,1.3873,0.780661,83.7,5.19,3,2,128.74,273.686,1.66289,0.248339,0.246665,0.994289
21770,70.1405,-41.8638,4.79,4.782,4.44,4.11,4.04,3.86,3.65,3.67,2.89565,20.3644,F2V,5.60044,0.764708,1.63598,7.5,8.05,3,1,116.209,1.16621,0.925526,0.362697,0.122415,0.493445
22263,71.9012,-16.9345,          NaN,6.122,5.49,          NaN,4.8,4.466,4.116,3.999,4.88035,13.2413,G3V,0.985422,0.672096,0.995813,          NaN,          NaN,2,1,74.9688,1.40864,1.75942,0.297138,0.242082,0.975813
22449,72.46,6.96128,3.62,3.674,3.19,2.77,2.66,2.36,2.15,2.05,3.66321,8.04189,F6V,2.86231,1.62755,1.35049,73.1,8.09,3,3,210.378,3.59093,0.580797,0.0423904,0.16954,0.683401
23311,75.2042,-5.75367,8.27,7.269,6.22,5.36,5.12,4.45,3.87,3.8,6.48585,8.84771,K3V,0.317315,0.865098,0.720392,          NaN,          NaN,2,1,63.667,1.83349,1.09107,0.0741149,0.245864,0.991058
23693,76.3777,-57.4727,          NaN,5.236,4.71,          NaN,4.11,3.701,3.407,3.371,4.3831,11.6247,F7V,1.49933,0.849575,1.12268,321.7,4.34,3,1,105.334,0.35761,0.998314,0.174341,0.242998,0.979507
23941,77.1821,-4.45621,          NaN,5.565,5.11,          NaN,4.56,4.328,3.925,3.927,3.10981,25.1211,F2V,4.73108,0.649127,1.559,          NaN,          NaN,3,1,86.5848,1.23376,1.60622,0.647548,0.121679,0.49048
24186,77.9191,-45.0184,11.624,10.403,8.86,7.9,6.9,5.821,5.316,5.049,10.8861,3.9335,M0V,0.0215138,0.767374,0.333913,          NaN,          NaN,1,1,37.2889,7.08868,1.1194,0.318977,0.193769,0.781069
25110,80.6397,79.2311,          NaN,5.585,5.08,4.8,4.5,4.416,4.201,3.911,3.47249,20.9654,F6V,3.43668,0.698891,1.42293,31.1,4,3,1,88.4232,0.87478,1.44005,0.653652,0.173475,0.699265
25278,81.1061,17.3835,          NaN,5.544,5,4.7,4.38,4.431,4.029,4.038,4.18044,14.5852,F8VSB,1.82145,0.759293,1.18687,106.7,3.73,3,1,92.5329,4.17469,1.73458,0.807267,0.233014,0.939262
25486,81.7698,-11.901,          NaN,6.853,6.3,          NaN,5.67,5.268,5.087,4.926,4.15307,26.8773,F7V:,1.87468,0.4217,1.19668,          NaN,          NaN,2,1,50.9422,0.911326,2.48374,1.46527,0.131989,0.532037
25878,82.8642,-3.67723,10.626,9.444,7.97,6.996,5.89,4.83,4.05,3.9,9.1905,5.70032,M1V,0.0659411,0.966474,0.45985,276.5,2.55,2,1,45.0484,4.77886,1.06539,0.067718,0.243849,0.982937
26394,84.2912,-80.4691,          NaN,6.25,5.65,          NaN,5.01,4.87,4.42,4.241,4.34014,18.2798,G3IV,1.60256,0.601168,1.14424,          NaN,          NaN,2,1,69.2525,4.08935,3.11641,1.31562,0.222668,0.897557
27072,86.1158,-22.4484,4.08,4.071,3.59,3.15,3.02,2.69,2.46,2.41,3.8479,8.88013,F7V,2.41225,1.34888,1.28607,95,2.64,3,3,174.901,4.73721,0.673923,0.0767137,0.206021,0.830454
27435,87.1456,-4.09465,6.71,6.609,5.97,          NaN,5.27,4.83,4.595,4.405,5.05298,15.2547,G4V,0.841137,0.54331,0.951773,          NaN,          NaN,2,1,60.1215,2.09249,1.66696,0.471913,0.229851,0.926511
28103,89.1012,-14.1677,4.05,4.047,3.71,3.39,3.32,3.1,2.93,2.9,2.90197,14.508,F1V,5.56383,1.06299,1.63292,          NaN,          NaN,3,2,162.585,1.32076,0.663272,0.128183,0.130602,0.526446
29271,92.5603,-74.753,          NaN,5.794,5.08,          NaN,4.33,3.951,3.508,3.446,5.03388,10.2147,G5V,0.897038,0.896535,0.969432,          NaN,          NaN,3,1,92.7214,10.4732,1.28353,0.313942,0.242914,0.979166
29525,93.3021,10.6271,          NaN,7.093,6.43,6,5.74,5.25,5.01,4.849,5.07718,18.6451,G8V,0.831371,0.452403,0.948602,          NaN,          NaN,2,1,48.9027,0.51723,1.94444,1.03666,0.213134,0.859126
29568,93.4387,-23.8619,          NaN,7.083,6.37,5.94,5.61,5.129,4.863,4.726,5.25211,16.7331,G5V,0.733085,0.494344,0.915109,24.6,6.05,2,1,51.1683,4.11336,2.19641,0.943049,0.213368,0.86007
29650,93.712,19.1564,          NaN,5.63,5.2,4.9,4.7,4.008,3.83,4.129,3.60125,20.881,F6V,3.00617,0.603935,1.36954,8,6,2,1,83.0339,5.06328,3.3838,1.39056,0.190472,0.767779
29800,94.1109,12.2722,          NaN,5.471,5.04,4.8,4.54,4.47,4.2,4.24,3.58605,19.5339,F5IV-V,3.04825,0.650921,1.37499,32.1,7.46,3,1,89.3792,2.98175,1.76705,1.04669,0.184953,0.74553
30314,95.6289,-60.2187,7.186,7.144,6.53,6.5,5.87,5.43,5.16,5.045,4.63895,23.8896,G1V,1.22528,0.407539,1.05977,999.9,3.33,2,1,46.335,0.251238,2.34485,1.44205,0.143751,0.579449
32439,101.559,79.5648,          NaN,5.965,5.44,5.1,4.84,4.512,4.262,4.141,4.13902,18.2053,F8V,1.87637,0.606302,1.19699,          NaN,          NaN,2,1,75.2422,0.491402,2.4153,0.613891,0.226513,0.913057
32480,101.685,43.5774,          NaN,5.815,5.24,4.9,4.59,4.406,4.071,4.132,4.13318,16.6481,G0V,1.92154,0.705061,1.20515,29.4,3.34,3,1,83.2645,1.04319,1.65059,0.598659,0.226729,0.913928
33277,103.828,25.3757,          NaN,6.313,5.74,          NaN,5.04,4.913,4.509,4.293,4.52859,17.4695,G0V,1.33438,0.558736,1.08591,          NaN,          NaN,2,1,66.124,2.37051,2.50482,0.913316,0.224595,0.905327
33690,104.999,-61.3362,8.035,7.596,6.81,6.375,5.99,5.459,5.097,4.987,5.49061,18.3602,K0IV-V,0.619009,0.443049,0.871937,          NaN,          NaN,2,1,42.852,2.76793,2.28247,1.28501,0.149349,0.602013
33817,105.307,-25.9487,8.203,7.592,6.71,          NaN,5.8,5.152,4.845,4.636,5.87741,14.673,K1V,0.462853,0.529524,0.80244,          NaN,          NaN,2,1,46.3663,3.93681,2.01056,0.816741,0.21604,0.870842
34017,105.877,29.3371,6.57,6.525,5.93,5.6,5.19,4.89,4.61,4.54,4.54186,18.9508,G4V,1.3269,0.525338,1.08417,          NaN,          NaN,2,1,60.7843,10.7065,2.99649,1.53744,0.182281,0.734759
34065,105.989,-43.608,          NaN,6.184,5.56,5.05,4.83,4.52,4.18,4.14,4.40101,17.0529,G3V...,1.53004,0.644627,1.1292,20.9,1.07,2,1,72.5359,7.85859,2.73288,1.05098,0.209813,0.84574
34069,105.996,-43.6113,7.978,7.609,6.83,6.427,6,5.458,5.079,4.943,5.67095,17.0533,K0V,0.522519,0.434979,0.830726,20.9,-1.07,1,1,42.388,0.543836,1.67306,0.541334,0.118571,0.477951
34834,108.14,-46.7593,4.8,4.814,4.49,4.17,4.09,3.87,3.298,3.71,2.89361,20.8582,F0IV,5.60977,0.729006,1.63676,          NaN,          NaN,3,1,113.552,2.12029,1.07583,0.44881,0.120975,0.487639
35136,108.959,47.24,6.19,6.116,5.54,5.2,4.89,4.48,4.13,4.115,4.4048,16.8671,G0V,1.49658,0.614805,1.12209,          NaN,          NaN,2,1,72.5286,2.75021,2.71479,0.797899,0.232397,0.936773
36208,111.852,5.22578,12.558,11.413,9.84,8.699,7.13,5.714,5.219,4.857,11.9396,3.80257,M5,0.00973057,0.529305,0.266184,          NaN,          NaN,1,4,25.9413,139.672,2.33121,0.382258,0.199506,0.804192
36366,112.278,31.7845,4.48,4.48,4.16,3.86,3.76,3.22,3.16,2.98,2.87794,18.0473,F0V...,5.69242,0.843924,1.64361,3.4,8.34,3,1,132.201,2.18982,0.905056,0.386434,0.123513,0.497873
36515,112.677,-37.3394,7.386,7.301,6.66,6.28,5.95,5.527,5.253,5.099,4.97067,21.7704,G3V,0.907459,0.396353,0.972637,          NaN,          NaN,2,1,43.757,1.35412,2.34246,1.45677,0.135643,0.546768
37349,114.997,-3.59751,8.89,8.071,7.18,6.626,6.17,5.493,5.063,4.885,6.43389,14.1001,K2V,0.278108,0.432083,0.693751,57.9,1.71,1,1,37.4011,1.35976,0.667813,0.23609,0.0585923,0.236181
37606,115.738,-45.1731,          NaN,5.805,5.04,          NaN,4.24,3.68,3.159,3.116,3.28166,22.4734,G5IV,4.64849,0.974034,1.55117,          NaN,          NaN,3,1,95.9372,0.841337,1.5063,0.350657,0.137684,0.554994
38423,118.065,-34.7054,          NaN,5.48,5.01,5.1,4.45,4.17,3.78,3.84,3.70293,18.2563,F3/F5V,2.74833,0.692191,1.3349,3.8,3.47,3,1,90.8075,2.24766,1.23404,2.01356,0.0871727,0.351386
38784,119.072,80.2655,          NaN,7.269,6.55,6.1,5.78,5.235,4.933,4.862,5.37867,17.1501,G8V,0.655302,0.458422,0.886247,          NaN,          NaN,2,1,47.2013,1.64202,1.85412,0.971523,0.211492,0.852507
38908,119.445,-60.3031,6.17,6.163,5.59,          NaN,4.94,4.56,4.36,4.242,4.54251,16.1993,G2V...,1.31739,0.598696,1.08194,60.5,4.23,2,1,70.8534,2.20824,2.02247,0.585412,0.229873,0.926598
39903,122.253,-61.3024,          NaN,5.177,4.74,          NaN,4.21,3.91,3.621,3.675,3.23702,19.98,F5V,4.20031,0.752923,1.50689,          NaN,          NaN,3,1,102.576,10.0447,2.22108,1.18094,0.1504,0.606249
40035,122.666,-13.7992,          NaN,6.018,5.53,          NaN,4.97,4.143,4.403,4.348,3.75517,22.6447,F7V,2.6331,0.556691,1.31866,97.3,6.73,2,1,71.6584,1.64497,3.28223,0.970689,0.198526,0.800244
40693,124.6,-12.6322,          NaN,6.704,5.95,          NaN,5.16,4.953,4.364,4.165,5.45442,12.5637,K0V,0.621741,0.631594,0.873034,          NaN,          NaN,2,1,62.7606,4.40235,1.47008,0.387243,0.238418,0.961046
40843,125.016,27.2177,          NaN,5.617,5.13,4.8,4.57,4.127,3.942,3.868,3.82644,18.2269,F6V,2.46504,0.66849,1.29405,          NaN,          NaN,3,1,86.1389,2.66278,1.81364,0.778554,0.204125,0.822813
41211,126.146,-3.75124,6.01,6.088,5.61,          NaN,5.05,4.8,4.45,4.424,3.46827,26.813,F3V,3.41885,0.530163,1.42081,0.2,          NaN,2,1,68.9596,1.42032,3.54149,1.63253,0.166485,0.671087
41484,126.903,45.653,          NaN,6.944,6.32,5.9,5.63,5.158,4.878,4.83,4.60907,21.988,G5V,1.26322,0.454264,1.06904,          NaN,          NaN,2,1,51.1156,2.0423,2.95775,1.52864,0.184746,0.744696
41926,128.215,-31.5009,          NaN,7.16,6.38,          NaN,5.54,5.333,4.763,4.438,5.95145,12.1818,K0V,0.403771,0.53584,0.771733,          NaN,          NaN,2,1,52.1622,5.84417,1.3783,0.456683,0.235296,0.948461
42172,128.962,6.62022,6.55,6.44,5.91,5.6,5.31,4.95,4.76,4.65,3.81186,26.2801,F8V,2.54246,0.491191,1.30553,10,1.18,2,1,60.6736,1.16516,3.21079,2.82982,0.162786,0.656179
42438,129.799,65.0209,6.33,6.248,5.63,5.12,4.97,4.55,4.282,4.173,4.83054,14.4508,G1.5Vb,1.02844,0.619759,1.00804,          NaN,          NaN,2,1,70.1775,2.20382,1.67747,0.414024,0.235841,0.950658
42808,130.825,-38.8824,          NaN,7.497,6.58,          NaN,5.61,4.937,4.441,4.358,6.33662,11.186,K2V,0.310715,0.59196,0.716078,          NaN,          NaN,2,1,49.8318,2.48635,1.18174,0.202975,0.240519,0.969515
43587,133.149,28.3308,7.45,6.829,5.96,5.4,5.14,4.59,4.14,4.015,5.45985,12.5901,G8V,0.675383,0.734135,0.893923,85.1,7.11,2,1,65.2748,1.33607,1.51704,0.22703,0.238993,0.963362
43726,133.575,-5.43446,6.89,6.671,6.01,          NaN,5.31,4.871,4.53,4.456,4.87699,16.8501,G3V,0.998169,0.547621,0.999476,          NaN,          NaN,2,1,59.2925,0.476893,1.7227,0.463865,0.226795,0.914194
44143,134.851,-59.0837,          NaN,5.587,5.17,5.2,4.7,4.75,4.43,4.49,3.07923,26.1912,F3V,4.86052,0.602489,1.57107,28.5,6.79,2,1,84.1756,2.00555,2.93205,1.39115,0.140362,0.565789
44897,137.213,33.8822,          NaN,6.535,5.95,5.6,5.29,4.844,4.601,4.545,4.55161,19.0405,F9V,1.30961,0.514435,1.08011,          NaN,          NaN,2,1,60.1025,3.22684,2.68958,1.06656,0.213272,0.859682
45038,137.598,67.134,          NaN,5.289,4.8,4.8,4.23,3.92,3.72,3.56,3.22989,20.6074,F7IV-V,4.27285,0.780069,1.51428,4.5,3.98,3,1,100.308,0.834611,1.85928,2.69724,0.139471,0.562195
45333,138.586,61.4233,          NaN,5.785,5.18,          NaN,4.51,4.231,3.914,3.78,3.7122,19.6589,F9V,2.86632,0.750854,1.35103,          NaN,          NaN,3,1,86.1198,2.01705,1.80585,0.707464,0.188364,0.759282
45343,138.595,52.6866,          NaN,9.05,7.64,6.8,5.94,4.89,3.99,3.99,8.63163,6.33394,M0V,0.0861526,0.959056,0.496353,17.2,0.0900002,2,1,46.3404,150.345,2.45463,0.417459,0.193593,0.78036
46509,142.287,-2.76896,          NaN,5.001,4.59,4.6,4.07,3.91,3.58,3.56,3.3423,17.7639,F6V,3.8103,0.781039,1.46551,67.5,2.64,3,1,109.886,12.19,1.9844,1.16746,0.164278,0.662193
46580,142.478,5.65513,9.071,8.202,7.2,6.626,6.13,5.429,5.002,4.788,6.66684,12.783,K3V,0.254269,0.508689,0.676214,          NaN,          NaN,1,1,39.447,4.86289,1.96273,0.445548,0.111634,0.449988
46853,143.214,51.6773,3.67,3.645,3.17,2.74,2.61,2.28,2.08,1.97,2.45456,13.9023,F6IV,8.68944,1.62496,1.85474,2.6,10.83,3,3,212.036,0.0962648,0.535272,0.0240533,0.0596417,0.240411
47080,143.915,35.8101,6.56,6.17,5.4,4.79,4.62,4.06,3.72,3.69,5.15324,11.2035,G8IV-V,0.833802,0.830582,0.949394,6.7,7.7,2,1,81.5038,4.12876,1.81961,0.243632,0.244755,0.986588
47592,145.56,-23.9156,          NaN,5.464,4.93,          NaN,4.35,4.08,3.728,3.722,4.07553,14.8216,G0V,1.99778,0.774993,1.21863,          NaN,          NaN,2,1,95.3627,50.7565,3.3065,1.84773,0.168381,0.678732
48113,147.147,46.021,5.8,5.699,5.08,4.57,4.4,4.05,3.75,3.609,3.69725,18.9038,G2V,2.92164,0.79935,1.35843,          NaN,          NaN,3,1,90.4199,4.84293,2.12934,0.894022,0.187497,0.755786
48331,147.779,-43.5028,9.963,8.826,7.67,6.934,6.33,5.451,4.998,4.717,7.40756,11.2847,K5V,0.170533,0.540537,0.603277,          NaN,          NaN,1,1,36.5944,2.41223,1.47904,0.312644,0.0949689,0.382812
49081,150.253,31.9237,          NaN,6.046,5.37,4.9,4.63,4.27,4.04,3.82,4.50024,14.9263,G1V,1.42572,0.748761,1.10665,134.3,10.6,2,1,79.9954,2.72443,2.34252,0.508845,0.234845,0.946643
49908,152.842,49.4542,9.23,7.926,6.6,5.36,5.31,3.97,3.27,3.26,8.16291,4.86875,K8V,0.107013,1.26915,0.528076,153.6,2.28,2,1,67.1894,38.2227,1.02566,0.0587071,0.247063,0.995891
50075,153.353,-33.0317,7.06,6.972,6.38,          NaN,5.74,5.326,5.063,4.955,4.62466,22.4424,G0V,1.22747,0.425506,1.06031,          NaN,          NaN,2,1,49.3669,0.445906,2.04601,1.2949,0.17321,0.698197
50384,154.311,23.1062,6.27,6.31,5.81,5.34,5.23,          NaN,          NaN,          NaN,4.06539,22.3317,F8Vw,1.98681,0.496397,1.21671,6.7,5.5,2,1,63.1185,0.337671,2.48008,1.15684,0.189773,0.764961
50505,154.716,44.0483,          NaN,7.313,6.66,6.2,5.93,5.394,5.074,5.012,5.12785,20.2503,G5,0.786748,0.402078,0.933767,144.1,2.64,2,1,43.8012,1.74939,2.29764,1.37696,0.14956,0.602863
50954,156.099,-74.0316,4.35,4.359,3.99,3.67,3.56,3.32,3.14,3.11,2.95012,16.1427,F2IV,5.36088,0.975411,1.61567,          NaN,          NaN,3,2,143.431,0.08628,0.674335,0.133453,0.134495,0.542138
51248,157.016,48.7849,7.09,7.03,6.42,5.98,5.69,5.2,4.89,4.87,4.61858,22.9236,G1V,1.24658,0.426695,1.065,4,6.2,2,1,48.7054,2.38381,2.22897,1.17606,0.121591,0.490122
51317,157.231,0.841,12.389,11.157,9.65,8.617,7.39,6.176,5.605,5.311,10.4143,7.03292,M2,0.0261233,0.485331,0.352957,          NaN,          NaN,1,4,22.9815,10.8244,2.35448,1.06958,0.130728,0.526954
51459,157.657,55.9805,          NaN,5.361,4.82,4.5,4.24,4.033,3.758,3.644,4.26468,12.9141,F8V,1.68338,0.822009,1.16044,122.8,3.98,3,1,100.468,0.787925,1.12114,0.301266,0.240817,0.970714
51502,157.769,82.5586,          NaN,5.649,5.25,          NaN,4.79,4.416,4.364,4.272,3.46699,22.7302,F2V,3.38269,0.567629,1.4165,          NaN,          NaN,2,1,80.9148,0.69186,2.65114,0.919102,0.188417,0.759494
51814,158.79,57.0826,          NaN,5.509,5.16,          NaN,4.77,4.922,4.688,4.334,3.01759,26.8214,F1V,5.0118,0.554133,1.58489,          NaN,          NaN,2,1,83.4671,2.00876,2.8885,1.6458,0.136226,0.549116
53721,164.867,40.4303,          NaN,5.654,5.03,4.7,4.34,3.96,3.736,3.75,4.33028,13.8021,G0V,1.63304,0.822826,1.15042,          NaN,          NaN,3,1,92.5877,2.35947,1.46563,0.41042,0.238756,0.962407
53767,165.018,22.833,12.826,11.555,10.03,8.952,7.77,6.314,5.76,5.503,10.8832,6.7509,M3,0.0191501,0.426999,0.322992,          NaN,          NaN,1,4,20.4986,0.838086,2.35816,0.766214,0.105864,0.42673
54035,165.834,35.9699,10.03,8.992,7.49,5.99,5.42,4.2,3.64,3.34,10.46,2.54686,M2V,0.0242079,1.29542,0.345361,          NaN,          NaN,2,1,61.0905,1.78908,0.771175,0.0177578,0.24807,0.999951
54211,166.369,43.5268,11.44,10.311,8.82,7.9,6.81,5.538,5.002,4.769,10.3922,4.84801,M2Vvar,0.0238218,0.682472,0.343778,31.8,5.85,1,4,31.8364,150.883,2.45524,0.941675,0.195322,0.787329
54745,168.135,35.8141,          NaN,7.01,6.41,6,5.74,5.265,5.021,4.959,4.6343,22.6538,G0V,1.22223,0.423639,1.05901,164.6,0.84,2,1,48.8018,2.92534,2.5027,1.51276,0.143825,0.579746
55691,171.168,-61.6476,          NaN,8.491,7.22,          NaN,5.78,          NaN,          NaN,          NaN,6.80294,12.1175,K7V+...,0.342248,0.843531,0.73613,7.5,1.08,2,1,48.2789,1.52274,1.65946,0.154124,0.224901,0.906558
55779,171.43,-63.9725,          NaN,5.675,5.18,          NaN,4.63,4.619,4.191,4.19,2.98195,27.5175,F7V,5.3797,0.659543,1.61729,          NaN,          NaN,3,1,84.2888,0.157177,1.3903,0.505429,0.0979833,0.394963
55846,171.689,3.0131,7.78,7.268,6.49,6,5.63,5.165,4.937,4.747,5.18856,18.2091,K0IV,0.81437,0.508044,0.943019,28.2,0.95,2,1,49.559,0.841662,1.88622,0.782586,0.200044,0.806364
56280,173.068,-29.261,          NaN,5.47,4.93,          NaN,4.32,          NaN,          NaN,          NaN,2.71513,27.7315,F8V,7.0116,0.780487,1.74446,9.7,0.0900002,3,1,95.485,0.0706321,1.1707,1.76129,0.0749873,0.302268
56452,173.623,-32.8313,          NaN,6.771,5.96,7.17,5.08,4.78,4.14,4.02,6.06145,9.54355,K0V,0.367746,0.677468,0.751399,15.8,8.92,2,1,63.5425,0.446578,1.19034,0.0837303,0.246932,0.995365
56997,175.263,34.2016,6.31,6.033,5.31,4.73,4.53,4.01,3.61,3.588,5.4033,9.57942,G8Vvar,0.641985,0.815514,0.881063,158.7,5.96,2,1,83.6418,1.82375,1.13851,0.10377,0.246082,0.991938
57443,176.629,-40.5004,5.65,5.554,4.89,4.35,4.16,3.74,3.37,3.31,5.04949,9.29187,G3/G5V,0.853493,0.920551,0.955747,22.9,9.6,3,1,99.4253,4.81943,0.950286,0.150269,0.246261,0.992659
57507,176.816,-30.2865,          NaN,7.161,6.48,          NaN,5.74,5.217,4.935,4.798,5.23515,17.7407,G5V,0.724466,0.451833,0.912022,          NaN,          NaN,2,1,47.9776,13.3903,2.25565,1.26355,0.135156,0.544805
57548,176.935,0.804563,14.223,12.866,11.12,9.859,8.15,6.505,5.945,5.654,13.4787,3.37487,M4.5V,0.00482858,0.473172,0.217888,          NaN,          NaN,1,4,20.5898,1.60726,1.92356,0.185749,0.147831,0.595894
57757,177.674,1.76472,4.26,4.108,3.59,3.13,2.98,2.63,2.363,2.33,3.35942,11.1203,F8V,3.83474,1.40961,1.46819,326.6,7.99,3,2,176.097,150.332,2.79857,1.12075,0.161046,0.649164
57939,178.245,37.7187,7.38,7.174,6.42,5.8,5.54,4.94,4.5,4.37,6.60624,9.17809,G8Vp,0.215218,0.508672,0.644754,          NaN,          NaN,2,1,50.546,4.534,1.14523,0.138804,0.247268,0.996717
58576,180.185,-10.446,6.76,6.3,5.54,          NaN,4.76,4.28,3.91,3.87,5.02143,12.6974,K0IV,0.931543,0.768737,0.979943,          NaN,          NaN,2,1,76.0128,2.45419,2.19624,0.303478,0.243519,0.981608
59199,182.103,-24.7289,          NaN,4.354,4.02,          NaN,3.62,3.525,3.364,3.307,3.1463,14.9534,F0IV/V,4.44102,0.91779,1.53107,          NaN,          NaN,3,2,140.929,1.29485,0.755364,0.211515,0.159887,0.644494
59750,183.794,-10.3124,6.44,6.58,6.11,          NaN,5.58,5.132,5.004,4.839,4.36348,22.3514,F5V,1.49572,0.417087,1.12191,42.8,6.79,2,1,54.7168,2.4651,2.76666,1.63388,0.184173,0.742388
61174,188.018,-16.196,          NaN,4.688,4.3,          NaN,3.86,3.609,3.372,3.37,3.02831,17.9613,F2V,5.03927,0.866839,1.58736,          NaN,          NaN,3,2,124.982,6.70044,1.26035,0.46666,0.134595,0.542542
61317,188.436,41.3575,4.91,4.828,4.24,3.73,3.57,3.2,2.88,2.72,4.56472,8.61105,G0V,1.29453,1.13465,1.07654,0.1,          NaN,3,2,132.13,2.56568,0.831238,0.0920395,0.245877,0.99111
62207,191.248,39.2789,6.47,6.507,5.95,5.41,5.3,4.89,4.667,4.465,4.72674,17.5652,G0V,1.10675,0.497789,1.0294,          NaN,          NaN,2,1,59.8924,1.2028,2.00613,0.643945,0.225266,0.908031
62523,192.196,24.8402,          NaN,6.993,6.29,5.8,5.55,5.123,4.705,4.645,5.12507,17.0996,G7V,0.815424,0.506598,0.943368,          NaN,          NaN,2,1,52.8087,2.99665,2.0343,0.83928,0.214567,0.864905
62951,193.494,-18.0348,8.98,9.007,8.51,8.088,7.94,7.35,7.126,7.036,9.12648,7.52842,A2,0.0187608,0.142652,0.321102,23.3,-1.1,4,4,18.1937,2.67828,1.90423,1.69753,0.222168,0.895541
63721,195.869,25.7971,          NaN,9.205,8.75,          NaN,8.23,          NaN,          NaN,          NaN,10.4285,4.61638,F3V,0.00559095,0.121431,0.227208,33.1,1.44,4,4,16.1972,4.33235,0.93857,0.619693,0.243313,0.980777
64394,197.968,27.8782,4.92,4.802,4.23,3.77,3.56,3.2,2.91,2.87,4.41504,9.18315,G0V,1.48114,1.11866,1.11877,126.5,7.8,3,2,132.528,2.70214,0.854954,0.112785,0.244638,0.986119
64408,198.013,-37.803,5.86,5.543,4.85,4.28,4.12,3.64,3.346,3.27,3.31308,20.2948,G3V,4.28068,0.971253,1.51507,          NaN,          NaN,3,1,101.946,11.7856,2.77775,1.05329,0.142409,0.57404
