x	y
0.401	0.519
0.417	0.601
0.439	0.719
0.444	0.750
0.453	0.784
0.501	0.899
0.546	0.930
0.582	0.931
0.610	0.926
0.642	0.914
0.656	0.904
0.672	0.885
0.687	0.870
0.699	0.854
0.718	0.825
0.730	0.804
0.745	0.779
0.757	0.753
0.769	0.723
0.793	0.668
0.814	0.609
0.835	0.543
0.856	0.482
0.878	0.421
0.899	0.362
0.920	0.302
0.942	0.240
0.965	0.184
0.988	0.126
