HIP,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,M_V,dist (pc),Type,Lstar (Lsun),Angdiam (mas), Mass (Msun), WDS_sep, WDS_dmag, Detection Coronagraph ID,Characterization Coronagraph ID, EEID (mas),nexozodis (zodis),Total BB Imaging Time (days),Total Spec Char Time (days),Total EEC Yield,Total HZ Completeness
64797,199.213,17.0172,          NaN,7.416,6.49,          NaN,5.52,          NaN,          NaN,          NaN,6.28598,10.9851,K2V,0.32846,0.625451,0.727532,7.8,2.84,1,1,52.172,0.0359144,2.9818,1.60133,0.182848,0.737045
64924,199.601,-18.3112,5.71,5.449,4.74,          NaN,3.99,3.334,2.974,2.956,5.09154,8.50535,G5V,0.84633,1.04203,0.953448,376.2,5.92,1,1,108.163,2.55783,2.36605,0.43458,0.245579,0.989911
65721,202.108,13.7788,5.93,5.684,4.97,4.37,4.2,3.8,3.46,3.24,3.70452,17.91,G5V,3.05177,0.943121,1.37545,268.6,3.65,1,1,97.5395,2.02485,4.38637,2.1594,0.149358,0.602051
67155,206.432,14.8915,10.989,9.895,8.46,7.465,6.39,5.18,4.78,4.415,9.7839,5.43527,M3V,0.032719,0.699172,0.376407,          NaN,          NaN,1,1,33.2797,2.08174,2.29308,0.91602,0.225426,0.908673
67927,208.671,18.3977,3.44,3.26,2.68,2.24,2.03,1.67,1.39,1.49,2.39624,11.396,G0IV,9.52555,2.30557,1.90407,114,7.27,1,1,270.827,1.37867,1.13243,0.0563538,0.0585925,0.236182
68184,209.384,61.4929,8.51,7.53,6.49,5.9,5.48,5.018,4.402,4.094,6.47318,10.0778,K3V,0.31767,0.752136,0.720622,          NaN,          NaN,1,1,55.9271,0.299291,2.38972,1.19841,0.237559,0.957581
69972,214.77,-59.379,          NaN,7.676,6.66,          NaN,5.64,4.976,4.671,4.332,6.29309,11.8408,K3V,0.364629,0.667688,0.749574,          NaN,          NaN,1,1,50.997,1.78797,3.29175,2.4581,0.196501,0.792081
70890,217.429,-62.6795,14.21,12.817,11.01,9.45,7.39,5.357,4.835,4.384,15.4382,1.30124,M5Ve,0.000946928,0.591026,0.136801,999.9,-12.56,1,1,23.6484,2.42113,1.56505,0.0890745,0.235846,0.950676
71284,218.67,29.7451,4.76,4.834,4.47,4.13,4.06,3.7,3.51,3.48,3.49626,15.6584,F3Vwvar,3.23685,0.77682,1.39878,215.3,6.16,1,1,114.898,4.96141,3.90606,2.7791,0.163251,0.65805
71683,219.902,-60.834,0.96,0.7,-0.01,          NaN,-0.7,-1.15,-1.38,-1.49,4.37919,1.32484,G2V,1.63279,9.29855,1.15037,4.1,1.34,1,1,964.499,0.114712,1.57153,0.169438,0.0665646,0.268317
72659,222.847,19.1005,5.618,5.26,4.54,3.91,3.72,2.66,2.25,1.97,5.39892,6.73312,G8V+K4V,0.643579,1.15826,0.881688,5.5,2.19,1,1,119.147,7.55694,3.79605,2.97111,0.183248,0.738657
72848,223.349,19.1528,          NaN,6.841,6,5.5,5.08,4.882,4.165,4.32,5.7202,11.3752,K2V,0.517531,0.692913,0.828452,          NaN,          NaN,1,1,63.2425,0.875574,2.99674,1.71687,0.236734,0.954256
73996,226.825,24.8692,5.34,5.359,4.93,4.53,4.42,4.15,3.9,3.863,3.49608,19.3546,F5V,3.31216,0.683048,1.408,103.5,6.56,1,1,94.0311,1.70915,4.02855,3.11817,0.144125,0.580957
75181,230.451,-48.3176,6.35,6.289,5.65,          NaN,4.94,4.51,4.16,4.159,4.81516,14.6882,G2V,1.04712,0.629575,1.01324,          NaN,          NaN,1,1,69.6674,1.60349,3.48657,2.76642,0.200649,0.8088
76074,233.054,-41.2756,11.918,10.834,9.31,8.265,6.91,5.647,5.025,4.759,10.4495,5.9169,M0,0.0283618,0.593319,0.361347,          NaN,          NaN,1,1,28.4625,0.888023,2.2177,0.968988,0.102533,0.413303
76829,235.297,-44.6612,          NaN,5.053,4.64,          NaN,4.17,4.023,3.732,3.802,3.43822,17.3923,F5IV-V,3.48982,0.765186,1.42918,          NaN,          NaN,1,1,107.41,5.60329,3.97751,2.88105,0.121089,0.488101
77257,236.611,7.35307,5.13,5.024,4.42,3.92,3.76,3.38,3.04,2.96,4.05716,11.8186,G0Vvar,2.08514,1.06425,1.23362,          NaN,          NaN,1,1,122.18,0.932831,2.97802,0.825464,0.229513,0.925149
77358,236.871,-37.9163,          NaN,6.725,6.01,          NaN,5.27,4.959,4.505,4.323,5.09229,15.2595,G6IV,0.850721,0.584933,0.954859,15,7.21,1,1,60.444,0.0383264,2.88413,2.92751,0.192214,0.7748
77760,238.169,42.4515,5.19,5.163,4.6,4.14,3.97,3.49,3.14,3.12,3.6023,15.8321,F9V,3.12347,0.933482,1.3846,          NaN,          NaN,1,1,111.63,2.58507,4.11873,1.9189,0.178482,0.719445
78072,239.113,15.6616,4.31,4.328,3.85,3.37,3.31,2.93,2.64,2.62,3.60815,11.1782,F6V,3.00559,1.19237,1.36947,313.8,7.61,1,1,155.093,7.02951,2.69243,1.05256,0.193364,0.779436
79672,243.905,-8.36944,          NaN,6.142,5.49,          NaN,4.8,4.667,4.162,4.186,4.73917,14.1308,G1V,1.12453,0.68832,1.0341,49.7,7.8,1,1,75.0445,0.988448,3.31912,2.74355,0.212664,0.857232
80337,246.005,-39.193,6.17,5.995,5.37,5.4,4.69,4.32,4.01,3.94,4.81571,12.908,G3/G5V,1.04453,0.704406,1.01253,345.1,5.53,1,1,79.1774,6.70379,3.86904,2.93141,0.185879,0.749265
80686,247.117,-70.0844,          NaN,5.455,4.9,          NaN,4.26,4.11,3.65,3.66,4.47233,12.1768,F9V,1.39805,0.805424,1.10047,          NaN,          NaN,1,1,97.102,0.0680988,2.71339,0.999598,0.239161,0.964038
80824,247.575,-12.6626,12.829,11.704,10.1,8.917,7.42,5.95,5.373,5.075,11.9294,4.30646,M4,0.0115395,0.510555,0.279473,          NaN,          NaN,1,1,24.9444,2.97304,2.79662,0.658273,0.0719121,0.289872
81300,249.089,-2.32458,7,6.597,5.77,5.13,4.9,4.33,3.88,3.83,5.78754,9.91954,K2V,0.477928,0.755633,0.809821,137.9,7.64,1,1,69.6931,17.8411,4.11007,2.52278,0.190683,0.768627
82860,254.007,65.1348,          NaN,5.361,4.88,4.6,4.32,4.02,3.83,3.736,3.98741,15.0841,F6Vvar,2.12139,0.744687,1.23971,          NaN,          NaN,1,1,96.5586,6.61753,4.19333,3.10007,0.162438,0.654773
84478,259.056,-26.5461,          NaN,7.474,6.33,          NaN,5.05,4.155,          NaN,3.466,7.45744,5.94994,K5V,0.158095,0.978847,0.590363,          NaN,          NaN,1,1,66.8262,146.757,4.33128,1.57277,0.158066,0.63715
85235,261.25,67.3067,          NaN,7.199,6.44,5.9,5.64,4.969,4.637,4.515,5.90507,12.7934,K0V,0.412409,0.507248,0.776415,          NaN,          NaN,1,1,50.197,2.51637,2.96146,2.71543,0.170021,0.685342
85295,261.438,2.11142,10.126,8.899,7.54,6.649,5.92,4.934,4.341,4.14,8.10341,7.71467,K7V,0.120667,0.888713,0.546508,          NaN,          NaN,1,1,45.0274,2.67974,2.88297,0.971718,0.2133,0.859795
85523,262.166,-46.8952,12.177,10.933,9.38,8.337,6.98,5.711,5.154,4.855,11.0902,4.54957,K5,0.0189577,0.620181,0.322061,          NaN,          NaN,1,1,30.2637,4.91189,3.33937,1.25908,0.185447,0.747522
86162,264.108,68.3391,11.73,10.655,9.15,8.3,7.04,5.335,4.77,4.548,10.8599,4.54999,M3.5Vvar,0.0170948,0.607835,0.312683,180.4,-1.24,1,1,28.7357,2.1484,2.39431,1.33583,0.216663,0.873353
86400,264.82,3.55524,          NaN,7.489,6.53,5.9,5.49,4.7,4.4,4.1,6.51122,10.0868,K3V,0.277219,0.646161,0.693117,          NaN,          NaN,1,1,52.1985,1.14254,2.27817,1.20195,0.227576,0.917343
86486,265.099,-49.4156,          NaN,5.175,4.76,          NaN,4.27,4.02,3.7,3.83,3.12516,21.2309,F3IV,4.65782,0.72587,1.55206,          NaN,          NaN,1,1,101.654,0.0216457,3.43425,2.24696,0.139975,0.56423
86736,265.857,-21.6832,          NaN,5.329,4.86,          NaN,4.32,4.08,3.787,3.877,3.6919,17.1245,F6/F7V,2.7757,0.740802,1.33868,          NaN,          NaN,1,1,97.29,2.07662,4.12639,3.09769,0.167709,0.676023
86796,266.036,-51.8341,          NaN,5.814,5.12,          NaN,4.41,4.16,3.72,3.68,4.15367,15.6051,G5V,1.97535,0.858744,1.2147,          NaN,          NaN,1,1,90.0649,1.91554,3.4244,2.15164,0.175561,0.707674
88601,271.364,2.5001,5.4,4.89,4.03,3.38,3.07,2.34,1.88,1.79,5.49924,5.08337,K0VSB,0.647316,1.76289,0.883147,6.6,1.95,1,1,158.273,0.566875,3.17491,1.42162,0.230984,0.931079
88694,271.599,-36.0198,6.64,6.555,5.94,5.58,5.26,4.835,4.614,4.469,4.76185,17.2041,G3V,1.09454,0.535405,1.02615,11.9,7,1,1,60.8112,2.92575,3.30176,2.49439,0.100687,0.405863
88745,271.756,30.5621,5.52,5.578,5.05,4.61,4.45,3.97,3.66,3.62,4.06509,15.7392,F7V,2.01153,0.728159,1.22102,0.2,          NaN,1,1,90.1116,5.50406,4.41134,3.10207,0.161776,0.652108
88972,272.406,38.4578,7.86,7.256,6.38,5.63,5.38,4.78,4.27,4.232,6.15426,11.0955,K2V,0.357682,0.611124,0.745466,          NaN,          NaN,1,1,53.9016,2.59329,3.25954,2.14374,0.222837,0.898238
89042,272.609,-62.0022,          NaN,6.062,5.47,          NaN,4.82,4.43,4.022,4.13,4.22362,17.7532,G0V,1.77592,0.647002,1.17832,          NaN,          NaN,1,1,75.0646,4.75319,4.04757,2.71549,0.107776,0.434437
